RA,TURMA11002112,DA1LIE0001-19SA
11002112,DA1NHI5011-13SA
11202130002,DA1BIR0603-15SB
11202130002,DANHZ1024-15SA
11202130002,DA1MCTC019-20SB
11202130002,DA1MCZC016-15SB
11202130002,DA1MCTC022-15SB
11202112038,NA2MCTB001-17SA
11202112038,NA4BCL0306-15SA
11202112038,NA1BIL0304-15SA
11202112038,NA1NHZ5016-15SA
11201921240,NA2MCTB001-17SA
11201921240,NA3BCJ0203-15SA
11201921240,NA2BCN0405-15SA
21077113,NA1MCTD023-18SA
21077113,NA1NHI5011-13SB
21077113,NAMCTA017-17SA
11202021033,NA1BCN0407-15SA
11202130004,DB1BIR0603-15SA
11202130004,DB1BCN0405-15SA
11202130004,DANHI2049-13SA
11202130004,DA2MCTA028-15SA
11202111469,DA1BIS0003-15SB
11202111469,DA1ESHR030-21SB
11202111469,DA1ESHR006-13SB
11202111469,DA1ESHR026-14SB
11202111469,DA1ESHR017-21SB
11202111469,DA1ESHR025-14SB
11202231396,NB1BIS0003-15SB
11202231396,NA1BCM0506-15SB
11202231396,NA1BIN0406-15SB
11202231396,NA1BHS0008-23SB
11201721638,NAMCTC014-13SA
11201721638,NA1MCTB022-17SA
11201721638,NA1MCTB023-17SA
11202321699,DA3BCL0306-15SA
11202321699,DA4BCJ0204-15SA
11202321699,DA2BCN0402-15SA
11202321699,DA3BCN0404-15SA
11202321699,DA3BCM0504-15SA
11202130357,DA1BIR0603-15SA
11202130357,DA1MCTC007-20SB
11202130357,DA1MCTC019-20SB
11202130357,DA1MCZC016-15SB
11202130357,DA1MCTC011-15SB
11202230325,NB1BIR0004-15SA
11202230325,NB1BCM0506-15SA
11202230325,NB2BCN0402-15SA
11202230325,NB1BCM0505-22SA
11202022015,DA1ESHP026-14SB
11202022015,DA1ESZP038-14SB
11107815,DA1ESHR027-21SB
11107815,DA1LHZ0038-22SB
11107815,DA1ESHR008-21SB
11201811685,DA1ESTU026-17SA
11201811685,DANHT1030-15SA
11201811685,DA1LIE0001-19SA
11201811685,DA1ESTO012-17SA
11201811685,DA1ESTU040-17SA
11201811685,DA1ESTU032-17SA
11102814,DAESTI019-17SA
11102814,NAESTI005-17SA
11102814,NAESZI014-17SA
11102814,NAESTI003-17SA
11042216,DANHZ6009-18SA
11042216,NB2ESTA002-17SA
11042216,DA1BCN0407-15SA
11042216,DA1NHZ6003-18SA
11042216,NA2BCS0002-15SA
11042216,DA1NHZ6006-18SA
11201723015,NANHZ6009-18SA
11201723015,NA1NHT1013-15SA
11201723015,NA1NHZ6010-18SA
11201723015,DB3BCN0404-15SA
11202321330,NB1BCL0306-15SB
11202321330,NB1BCJ0204-15SB
11202321330,NB1BCN0402-15SB
11202321330,NB1BCN0404-15SB
11202321330,NB1BCM0504-15SB
11202321043,DB3BCL0306-15SA
11202321043,DB7BCJ0204-15SA
11202321043,DB2BCN0402-15SA
11202321043,DB1BCN0404-15SA
11202321043,DB2BCM0504-15SA
11202131095,DA1ESHC030-17SB
11202131095,DA1ESHC018-17SB
11202131095,NA2BCN0402-15SB
11201920527,NB2ESTO902-17SA
11201920527,NAESTI017-17SA
11201920527,NAESZI030-17SA
11201920527,NA1ESTI013-17SA
11202230271,DC1BCM0506-15SA
11202230271,DA1BCN0407-15SA
11202230271,DA1BCN0405-15SA
11202230271,DA1BCL0307-15SA
11202212398,NA2BIR0004-15SA
11202212398,NB1BIS0003-15SA
11202212398,NB2BCN0404-15SA
11201810602,NA1ESTG002-17SB
11201810602,NA1ESTG004-17SB
11201810602,DAESTG010-17SB
11202020061,NB1MCTB001-17SB
11202020061,NB1BHO1102-19SB
11202020061,NA1ESTO006-17SB
11201723022,NA1ESTB022-17SB
11201723022,NA1ESZB004-17SB
11202230408,NB2BIR0004-15SB
11202230408,NA1BHO0102-15SB
11201811299,NA1ESTG004-17SB
11201811299,DA1ESZG041-17SB
11201811299,NAESZG006-17SB
11012606,NAESZE090-17SA
11012606,NA1ESZE078-17SA
11202320250,DA2BIR0004-15SA
11202320250,DB1BIS0003-15SA
11202320250,DA1LHZ0010-19SB
11202320250,DA1NHZ5016-15SA
11202320250,DA1LIE0001-19SA
11202320250,DA1NHZ5019-15SA
11201920641,DA1ESHP004-13SB
11201920641,DA1ESZT017-17SB
11201920641,DA1BHO0101-15SB
11201920856,NAESTE004-17SA
11201920856,NA1ESZU029-17SA
11201920856,NA1BCN0405-15SA
11201920856,NA1ESTO012-17SB
11202020902,DA1BCN0402-15SB
11202020902,DB1BCN0404-15SA
11202020902,NA1BCL0307-15SA
21086413,NA1NHZ5016-15SB
21086413,NA1NHZ5019-15SB
21086413,NALHE0004-19SB
11202111864,NB1BCM0506-15SB
11202111864,NA1ESHP013-22SB
11202111864,NA1BHQ0003-15SB
11202111864,NA1BIN0406-15SB
11202020978,DA1ESZU024-17SA
11202020978,DA1ESZG013-17SB
11202020978,DA1ESTG006-17SB
11202020978,DA1ESTG009-17SB
11202020978,DA1ESTO004-17SB
11202020978,DA1ESZG032-17SB
21025414,NA1ESZP043-14SB
21025414,NB1BIN0406-15SB
11201922014,NA1BIR0004-15SB
11201922014,NA3BCN0402-15SB
11201922014,NB1BIN0406-15SB
11201922014,NA1BCL0307-15SB
11202131100,NA4BCJ0204-15SB
11202131100,NA1BCN0402-15SB
11202131100,NA2MCTC023-15SB
11111209,NANHT1057-15SA
11111209,NA1NHZ6010-18SA
11111209,DANHZ6014-18SA
11201722436,NB1MCTB009-17SB
11202210015,DB1NHZ5020-15SA
11202210015,NA1MCTD018-18SA
11202210015,NA1NHT4071-15SA
11202210015,DA1NHZ5014-15SA
11202210015,DA1MCZD008-18SA
11045315,NA1ESTB002-17SB
11045315,NA1ESTB007-17SB
11045315,NB2ESTO902-17SA
11045315,NA1ESZB031-17SB
11202321974,NA2BIS0003-15SA
11202321974,DA2BCL0306-15SB
11202321974,DA2BCN0404-15SB
11202321974,DA2BCM0504-15SB
11202321479,NA2BIR0603-15SB
11202321479,NA1BHO0101-15SB
11202321479,NA1BHO1335-15SB
11202321479,NABHO0002-19SB
11202321479,NA1BHP0202-15SB
11202321693,NA1ESTO001-17SA
11202321693,NA3BCJ0204-15SA
11202321693,NA3BCN0402-15SA
11202321693,NA3BCM0504-15SA
11202230859,NB2BIR0004-15SB
11202230859,NB1BHO0102-15SB
11202230859,NBBHQ0004-19SB
11202230859,NANHZ2106-18SB
11202230859,NB1BHO1102-19SB
11035614,NA1ESTA008-17SB
11035614,NAESTI003-17SB
11202230357,DA1BCJ0203-15SB
11202230357,DB1BCN0405-15SB
11202230357,DB2BCL0307-15SB
11201812123,NA1ESTG002-17SB
11201812123,NA1ESTG004-17SB
11201812123,NA1ESTG022-17SB
11201722779,DAESTG011-17SB
11201722779,NA2ESTO004-17SB
11201722779,DA1ESTG017-17SB
11201920575,NB3BCJ0204-15SA
11201920575,NA1MCZD009-18SA
13201910061,NA1ESHR030-21SB
13201910061,NA1ESZG041-17SB
11201922339,NA1ESHP013-22SB
11201922339,DA1ESHP007-13SB
11201922339,NA1ESHR008-21SB
11201922339,DA1ESHR017-21SB
11201922339,NA1ESHP018-14SB
11201922339,DA1ESHR002-21SB
11202321665,DB3BCL0306-15SA
11202321665,DB1BCJ0204-15SA
11202321665,DB3BCN0402-15SA
11202321665,DB2BCN0404-15SA
11202321665,DB2BCM0504-15SA
11201920378,NB1BHO0102-15SB
11201920378,DA1NHZ5020-15SA
11201920378,DA1ESTO016-17SB
11201920378,NB1BCN0405-15SB
11201920378,DA1ESZG032-17SB
11201920378,NA1BCM0505-22SB
11201920378,DA3BCL0307-15SB
11201810101,DA1BIR0603-15SA
11201810101,DA2BCJ0203-15SA
11201810101,NA2BCN0402-15SB
11201810101,DA1BCN0405-15SA
11201810101,NA2MCTC023-15SB
11201810101,DA1BCL0307-15SA
11202231486,DA2BIR0004-15SB
11202231486,NA4BCJ0204-15SB
11202231486,DA1BCN0407-15SB
11202231486,NA2BCN0404-15SB
11202231486,DA1BCN0405-15SB
11202231486,DA3BCL0307-15SB
11201811049,NA2MCTA037-17SA
11201811049,NAMCTA014-15SA
11201811049,NAMCTA027-17SA
21032816,NB1ESTA002-17SA
21032816,NA1BCJ0203-15SA
21032816,DB3BCN0402-15SA
21032816,DA1BCN0407-15SA
11012316,NANHZ1074-15SA
11012316,DA1ESTB010-17SB
11201920333,NA1ESZS019-17SB
11201920333,DA1ESZS016-17SB
11201920333,DAESZS029-17SB
11201920333,DA1ESTA008-17SB
11201920706,DA1ESTU026-17SA
11201920706,DA1ESTU007-17SA
11201920706,DA1ESTU011-17SA
11201920706,DA1ESTU032-17SA
11201920385,NANHZ1074-15SA
11201920385,NA1ESTU025-17SA
11201920385,NA1NHZ4074-15SA
11201920385,NAESTA014-17SA
11202231685,DB2BIR0004-15SB
11202231685,DB1BHO0102-15SB
11202231685,DABHQ0004-19SB
11202231685,DA1BCN0402-15SB
11202231685,DA1ESHR026-14SB
11202111766,DA1ESHT010-17SB
11202111766,DA1ESHT019-17SB
11201810859,DANHZ2112-18SB
11201810859,NA1ESHR006-13SB
21055316,NB1MCTB001-17SA
21055316,NB2BCJ0203-15SA
21055316,NC1MCTA028-15SA
11202020602,ND1ESTO903-17SB
11202020602,NA1ESHP026-14SB
11032014,NA1MCTA002-17SA
11032014,NB1ESTO013-17SA
11032014,NA1ESTA008-17SB
13201812294,NA1ESHC030-17SB
13201812294,NB1BCN0407-15SB
13201812294,NA1ESHC024-19SB
11202231084,DB1BHO0102-15SB
11202231084,DBBHQ0004-19SB
11202231084,DANHZ2013-11SB
11202231084,DB1BHO1102-19SB
11202231084,DB1BIN0406-15SB
21065813,DA1ESHC036-21SB
11202130376,DA1BIR0004-15SA
11202130376,DA1BCM0506-15SA
11202130376,DA2BCJ0203-15SA
11202130376,DA1BCN0405-15SA
11202130376,DA1BCL0307-15SA
11202131103,NB1BIS0003-15SA
11202131103,NA2BCN0404-15SA
11202131103,NA3BCM0504-15SA
11108712,NBESTA005-17SA
11108712,DBESTA017-17SA
11108712,NAESTA010-17SA
11108712,NAESTA014-17SA
11202130003,NANHT1064-15SA
11201811707,DAESTA017-17SA
11201811707,DAESZA005-17SA
11201811707,DAESTA010-17SA
11201811707,NAESTA022-17SA
11201921586,NA1BCL0306-15SB
11201921586,NA1BCN0407-15SB
11201921586,NA1LHZ0014-19SB
11201921586,NA1LHZ0030-19SB
11201722567,NA2ESHP004-13SB
11201722567,NC1ESTO013-17SA
11201722567,NB1BHO1102-19SB
11201722567,NA1ESTO005-17SB
11201722567,NA1ESTG023-17SB
11042015,NAESTA005-17SA
11042015,NAESTA014-17SA
11042015,NA1ESTI013-17SA
11201722444,NA1BIQ0602-15SA
11201722444,NA2BCN0405-15SA
11201722444,NC1BCL0307-15SA
11079216,NAMCTA014-15SA
11079216,NA2MCTA028-15SA
11117713,NA1ESTG022-17SB
11201811563,NBESTA005-17SA
11201811563,NB1ESTO008-17SA
11201811563,DAESZA005-17SA
11201811563,DAESTA010-17SA
11201811563,NAESTI003-17SA
