RA,TURMA
11201822484,NA1ESTO004-17SB
11201822484,NA1ESZG020-17SB
11201822484,NA1ESZG021-17SB
11006715,NA1NHT1049-15SA
11202210048,NA2MCTB001-17SA
11202210048,DA1MCTD021-18SA
11202210048,DA1MCTD023-18SA
11202210048,NB1NHT5013-15SA
11202210048,DA1MCZD005-18SA
11202210048,DA1NHZ5019-15SA
11202210048,NA1MCTB023-17SA
11202131754,NA1BHO1335-15SB
11202131754,NA2BHQ0003-15SB
11202131754,NA1BHO0002-19SB
11202131754,NA1BHP0202-19SB
11202210030,NC7BCS0001-15SA
11202210030,NB4BCJ0203-15SA
11202210030,NB1BCN0405-15SA
11202210030,NA2BCS0002-15SA
11110512,NA1NHZ5023-18SB
11201810317,Na1ESTB018-17SB
11201810317,DB1ESTO903-17SB
11201810317,NB1BHQ0004-19SB
11201810317,NA1NHZ6001-18SA
11201810317,NA1MCTC011-15SB
11201722383,NA1ESTI019-17SA
11201722383,NA1ESTI017-17SA
11201722383,NA1ESTI016-17SA
11201722383,DA1ESZI045-17SA
11201722383,NA2ESTI013-17SA
11043416,NA1NHZ1009-15SA
11043416,DA1NHT1068-15SA
11043416,DA1NHZ1027-15SA
11043416,DA1NHT4041-15SA
11111909,NB1NHT1084-16SA
11202021555,NB1BCM0506-15SB
11202021555,Na1MCZC001-20SB
11202021555,NA1BCK0103-15SB
11202021555,NA1MCTC019-20SB
11202020825,DA5BIS0005-15SB
11202020825,DA1ESHC008-21SB
11202020825,Da1ESHC032-17SB
11202020825,Da1ESHC031-17SB
11202020825,DA1ESHC040-21SB
11202130575,NA1BIR0004-15SB
11202130575,NA1BCM0506-15SB
11202130575,NA1BIN0406-15SB
11202130575,NA1BCN0405-15SB
11201920652,NB1MCTB009-17SA
11201920652,NA4ESTO902-17SA
11201920652,DA1MCTC002-15SB
11201920652,DA1MCTC022-15SB
11201920652,DA1NHZ5019-15SA
11201810571,NA1BHO0101-15SB
11201810571,Na1ESTB022-17SB
11201810571,NA1BHP0202-15SB
11201810571,NA1ESTU015-17SA
11202131617,NA1BHO0102-15SB
11202131617,NA1BIQ0602-15SB
11202131617,NA1BHO1335-15SB
11202131617,NA2BHQ0003-15SB
11202131617,NA1BIN0406-15SB
11201920656,DB1ESZG013-17SB
11201920656,DA1ESZG041-17SB
11201920656,DA1ESTG009-17SB
11201920656,DA1ESTG010-17SB
11201920656,DA1ESTG025-17SB
11202131352,NA1BCJ0205-15SB
11202131352,NA1BCN0407-15SB
11202131352,NB1BIN0406-15SB
11202131352,NC1ESTO006-17SB
11201723035,NA1ESHC008-21SB
11201723035,Na1ESHC039-17SB
11201723035,NA1ESHR018-13SB
21060415,DA1ESTM004-17SA
21060415,NA1ESZI026-17SA
21060415,NA1BIN0406-15SA
21060415,DA1MCTA028-15SA
21055414,NA1NHZ2138-18SB
21055414,NA1ESTG014-17SB
11202022145,DB1BHO0102-15SB
11202022145,DA1BIQ0602-15SB
11202022145,DA2BHQ0003-15SB
11202232268,DA2BHO0102-15SB
11202232268,DB1BIQ0602-15SA
11202232268,DA1ESHP026-14SB
11202130578,NC3BIS0003-15SA
11202130578,NA2BHQ0003-15SB
11201810351,Na1ESTB018-17SB
11201810351,NA1BHQ0004-19SB
11201810351,NA1MCTC019-20SB
11201810351,Na1ESZB004-17SB
11201932459,Na1ESHR007-14SB
11201932459,Na1ESHR026-14SB
11201932459,NA1ESHR017-13SB
11201812027,NB4BIS0003-15SA
11201812027,NA3BIN0406-15SA
11005913,DA1NHT1030-15SA
11201721656,NA2MCTB001-17SA
11201721656,NA1ESTO902-17SA
11201721656,NA1ESTO008-17SA
11201721656,NA1ESTE022-17SA
11201720758,NA3BIJ0207-15SA
11201720758,NC3BIS0003-15SA
11201720758,NA3BIK0102-15SA
11052813,NA1MCZB015-13SA
11201721379,NA1MCZC021-20SB
11026112,NA1ESTI019-17SA
11026112,NA1ESTI017-17SA
11026112,DA1ESZI043-17SA
11026112,NA1ESTI005-17SA
11202132040,NA2BIR0004-15SB
11202132040,NB1BIR0603-15SB
11202132040,NA2BHO0102-15SB
11202132040,NA2BIN0406-15SB
11201920994,DA1ESHR004-13SB
11201920994,DB1ESZG013-17SB
11201920994,Da1ESHR006-13SB
11201920994,Da1ESHR026-14SB
11201920994,DA1BHO0002-19SB
11201920994,Da1ESHR025-14SB
11201720248,NB1BCJ0203-15SA
21059215,DA1NHH2009-13SB
21059215,DA1NHH2034-13SB
21059215,DA1NHZ2099-16SB
11202131618,DC7BCS0001-15SA
11202131618,DB3BIJ0207-15SA
11202131618,DC3BIS0003-15SA
11202131618,DC3BIK0102-15SA
11202131353,NB2BIR0603-15SA
11202131353,NB1BCM0506-15SA
11201811047,DA1BCK0103-15SA
11201811047,DB1BCK0104-15SA
11202130579,DA3BIS0003-15SA
11202130579,DB8BCJ0203-15SA
11202130579,DB2BIN0406-15SA
11202130579,DB1BCN0405-15SA
11202111560,DB3BCM0506-15SA
11202111560,DB3BCJ0203-15SA
11202111560,DB2BIN0406-15SA
11202111560,DB3BCN0405-15SA
13201812195,DA1ESTO013-17SA
13201812195,NA1BHO1335-15SB
13201812195,NB2BIN0406-15SB
11201920176,Da1ESHC032-17SB
11201920176,Da1ESHC031-17SB
11201920176,Da1ESHC026-17SB
11201920176,DA1BHS0005-19SB
11039013,NA2MCTA002-17SA
11039013,NA1MCTA025-13SA
11039013,NA1MCTA027-17SA
11045916,NA1MCTA014-15SA
11045916,NA2MCTA017-17SA
11045916,NA1MCTA027-17SA
11202021488,NA2BIR0004-15SB
11202021488,NB1BIR0603-15SB
11202021488,NA1BCK0104-15SB
11202021488,NA2BIN0406-15SB
11201811006,DA5BIS0005-15SB
11201811006,DA1BIR0004-15SA
11201920612,NA1MCTB001-17SA
11201920612,NA1BCK0103-15SB
11201920612,NA1ESTU015-17SA
11201810507,NA1ESHP022-14SB
11201810507,NA1ESHT010-17SB
11201810507,NA1ESHP026-14SB
11201810507,DA1ESHP027-14SB
11201810507,NA1MCZB031-17SB
11018216,NB1MCTB009-17SA
11018216,NB1ESTO011-17SA
11018216,NA1BIN0406-15SA
11018216,NA1BCN0405-15SA
11018216,NB1ESTA019-17SA
11202130584,NA1BHQ0004-19SB
11202130584,NA1BHO1102-19SB
11202130584,NA1BIN0406-15SB
11202131093,NA3BIK0102-15SA
11202131093,NA3BIL0304-15SA
11202131093,NB1NHT5013-15SA
11202131093,NA2BCL0307-15SA
21026416,NA1NHZ1027-15SA
21026416,NA1NHT1070-15SA
21026416,NA1NHZ1081-13SA
11202020953,DA1BIR0004-15SA
11202020953,DB1BIR0603-15SA
11202020953,DA4ESTO902-17SA
11202020953,DB1BCN0407-15SA
11202020953,DA2BIN0406-15SA
11202111561,DB1BCS0001-15SA
11202111561,DB1BIR0004-15SA
11202111561,DB3BCM0506-15SA
11202111561,DB1BCN0407-15SA
11201810782,DA1BIR0603-15SA
11202112008,DB2BIR0603-15SA
11202112008,DA1BIQ0602-15SA
11201722666,NA1NHT3070-15SA
11201722666,NA5ESTO903-17SA
11201722666,NB1NHT3027-15SA
11201921304,DA4BIS0005-15SB
11201921304,Na1ESHC002-17SB
11201921304,NA1BHO0102-15SB
11201921304,Na1ESHC030-17SB
11201921304,Na1ESHR026-14SB
11035313,NA5ESTO902-17SA
11035313,NA2ESTE019-17SA
11035313,NA1ESTO004-17SA
11201921364,DA2MCTA002-17SA
11201921364,DA1MCTA004-17SA
11201921364,DA1MCTA017-17SA
11201921364,DA1MCTA027-17SA
11202021040,DB1MCTB001-17SA
11202021040,DA1MCTA002-17SA
11202021040,NB2BIR0603-15SA
11202021040,DA1ESTA020-17SA
11202021040,DA1ESTO012-17SA
11201721863,NA1ESZM027-17SA
11202112004,DA2BCM0506-15SA
11202112004,DA1BIQ0602-15SA
11202112004,DA1BIN0406-15SA
11202112004,DA1BCN0405-15SA
21078716,NA2ESTO016-17SB
11201810651,NA1MCTB009-17SA
11201810651,NB1ESTI002-17SA
11201810651,NA1ESTO008-17SA
11201811834,NA1ESZS004-17SB
11201811834,DA1ESTS004-17SB
11201811834,NB1ESTS001-17SB
11201811834,Da1ESTS003-17SB
11201811834,NA1ESTS018-17SB
11201811834,NA1ESTI003-17SB
11040314,DA1ESTI017-17SA
11201810261,DB2BIR0004-15SB
11201810261,DC1BIS0003-15SB
11201810261,DA1ESZG013-17SB
11201810261,DA1BIQ0602-15SB
11201810261,NA2ESTO011-17SA
11201810261,DB1ESTO012-17SB
11201810694,NA2BIR0004-15SB
11201810694,Na1ESHR026-14SB
11201810694,Na1ESHC020-17SB
11201810694,NA1BHP0202-15SB
11006312,NB1ESTO008-17SA
21043516,NA1NHT1068-15SA
21043516,DA1NHZ5019-15SA
11201922239,DA1ESTO013-17SA
11201922239,DA4ESTO902-17SA
11201922239,NB9BCJ0203-15SA
11201922239,DA1BCK0103-15SA
11201922239,NB1BCN0405-15SA
11201922239,NB1ESTO008-17SA
11201922239,DB1ESTO012-17SA
11201922239,NA3MCTA028-15SA
11201921905,NA1ESTA002-17SA
11201921905,NB1ESTO008-17SA
11201921905,NB1ESTA014-17SA
11202130590,DB2BIR0004-15SB
11202130590,DC1BIS0003-15SB
11202130590,DB1BHO0102-15SB
11202130590,DB1BHO1102-19SB
21067013,Na1ESHC020-17SB
21067013,DA1BIN0406-15SB
11201922002,NA2ESTO903-17SA
11201922002,NB2BIN0406-15SB
11201922002,NB1BCN0405-15SA
11201921017,NA1ESHR008-13SB
11201921017,NA1ESHP027-14SB
11201921017,NA1ESHP018-14SB
11201921017,NA1ESHT023-17SB
11201920935,NB1ESTS015-17SB
11201920935,DA1ESTS004-17SB
11201920935,DA1ESTS005-17SB
11201920935,NB1ESTS001-17SB
11202130048,DC1BIS0003-15SB
11202130048,DA1BHQ0004-19SB
11202130048,DA1BIL0304-15SB
11110214,NA1ESZE044-17SA
11201921793,DA1ESZS012-17SB
11201921793,DA1ESZS004-17SB
11201921793,DB1BHO0102-15SB
11201921793,DA1ESTI003-17SB
11201722995,Da1ESHR018-13SB
11201722751,NA1ESHR002-13SB
11201722751,DA1ESHR004-13SB
11201722751,NA1ESHR008-13SB
11201722751,Da1ESHR025-14SB
11073413,NA1ESTO016-17SA
11073413,NB1ESTO008-17SA
11073413,NA1ESTU011-17SA
11073413,NA1ESTU020-17SA
11202021757,DA1NHT4002-13SA
11202021757,DA1ESTE034-17SA
11202021757,NA1BIQ0602-15SA
11202021757,DA1BCS0002-15SA
11202021654,NB5BIS0005-15SB
11202021654,NA1BHO0101-15SB
11202021654,NA1BHO0002-19SB
11202130054,NA1BCM0506-15SB
11202130054,NA1BCJ0203-15SB
11202130054,NA1BIN0406-15SB
11202130054,NA1BCN0405-15SB
11202020128,DA1ESHR002-13SB
11202020128,DA1ESHR004-13SB
11202020128,Da1ESHR006-13SB
11202020128,Da1ESHR007-14SB
11202020128,Da1ESHR026-14SB
11202020128,Da1ESHR025-14SB
11202111562,NA2BCM0506-15SA
11202111562,NA9BCJ0203-15SA
11202111562,NA3BIN0406-15SA
11202111562,NA1BCN0405-15SA
11202111562,DB1ESTO012-17SA
11077611,DA1ESZU019-17SA
11201921825,NB1BIR0603-15SA
11201921825,Na1ESTA002-17SB
11201921825,NB1BCK0103-15SA
11201921825,NA1MCTB023-17SA
11201920245,DB1ESTE027-17SA
11201920245,NA1BCM0505-15SA
11201811527,NA4ESTO903-17SA
11201811527,NA1ESTA020-17SA
11201811527,NC1ESTA019-17SA
11201811527,NA1ESTM019-17SA
11201811527,NA1ESTM010-17SA
11201811527,NA1ESTM002-17SA
11202130057,NB2BIR0004-15SB
11202130057,NB1BCM0506-15SB
11202130057,DA4BCJ0203-15SA
11202130057,DA2BIN0406-15SA
11202130057,DA2BCN0405-15SA
13201822586,NA1ESHP026-14SB
13201822586,DA1ESHP027-14SB
21029816,NA1NHT1053-15SA
21029816,NA1NHT1030-15SA
11022716,NA1NHT1068-15SA
11022716,NA1NHT1064-15SA
11201811580,NA1NHT3013-13SA
11201811580,NB1ESTA008-17SA
11201811580,NA1NHT3054-15SA
11201811580,NA1MCTB026-17SA
11201720658,NA1ESTM008-17SA
11201720658,NA1ESTM019-17SA
11201720658,NB1ESTM003-17SA
11077116,NA1NHZ1009-15SA
11201922186,Da1ESHC030-17SB
11201922186,Da1ESHR006-13SB
11201922186,Na1ESHR026-14SB
11201922186,DA1BHO0002-19SB
11201922186,DA1ESZC013-17SB
11201922186,DA1MCTC011-15SB
11201811110,DA1ESZG013-17SB
11201811110,DA1ESZG041-17SB
11201811110,DA1ESTG009-17SB
11201811110,NB1ESZG006-17SB
11201721723,NA1NHT1070-15SA
11201810183,NA1ESZS004-17SB
11201810183,NA2ESTO903-17SB
11201810183,NA1ESTA008-17SB
11201810183,NA1ESTS018-17SB
11201922006,DB1ESTE034-17SA
11201922006,DA1BCJ0203-15SA
11201922006,DA1BCK0104-15SA
11201922006,DA2BCN0405-15SA
11201922006,NA1ESTM016-17SA
11201921383,NA1ESTO008-17SA
11201921383,NA1MCTC019-20SB
11201921383,NA1ESTI005-17SA
11201921383,NA1ESTI003-17SB
11101212,NA1BCJ0203-15SA
11101212,NA1BCN0407-15SA
11101212,DA1MCTC002-15SB
11202021202,NB2BCM0506-15SA
11202021202,NB8BCJ0203-15SA
11202021202,NB1BCN0407-15SA
11202021202,DA1MCTC024-15SB
11201721927,NA1MCTB009-17SB
11201721927,NA1BHO0101-15SB
11201721927,NA1NHH2009-13SB
11201721927,NA1ESTG014-17SB
11201920837,Na1ESHC028-17SB
11201920837,NA1BHO1335-15SB
11201920837,NA1BHS0005-19SB
11099916,NA2MCTB001-17SA
11099916,NA1ESTO902-17SA
11099916,NA1ESZU036-17SA
11099916,NA1ESTU037-17SA
11201920904,NA1ESTU026-17SA
11201920904,DB1ESZG013-17SB
11201920904,DB1ESTO013-17SA
11201920904,DA2ESTO902-17SA
11201920904,DB3BCJ0203-15SA
11201920904,NB1BCN0405-15SA
11201920904,DA4MCTA028-15SA
11115116,DA1ESTG011-17SB
11115116,NA1ESZG020-17SB
11115116,NA1ESZG006-17SB
11115116,Nb1ESTG022-17SB
11201920595,NA1NHI5001-15SB
11201920595,NA1BCN0407-15SB
11132509,NA2MCTB001-17SA
11132509,DB1MCTB009-17SA
11132509,DA1ESHT005-17SB
11132509,DA1NHZ5020-15SA
11132509,NB1BCK0103-15SB
11132509,DB1ESTO012-17SA
11202210093,NB1BCM0506-15SB
11202210093,NA1MCTC002-15SB
11201921236,Na1ESHC002-17SB
11201921236,Na1ESHC028-17SB
11201921236,Na1ESHC020-17SB
11201921236,NA1ESHP018-14SB
11201723047,NA1NHT4002-13SA
11201723047,NA1NHT1056-15SA
11201723047,NA1NHT4041-15SA
11202131107,DA3BIS0003-15SA
11202131107,DA3BIK0102-15SA
11202131107,DA3BIL0304-15SA
11202131107,DA1BCL0307-15SA
11202111563,DB1BCM0506-15SA
11202111563,DB4BCJ0203-15SA
11202111563,DB1BIN0406-15SA
11202111563,DB2BCN0405-15SA
11202021822,NC1BIS0003-15SB
11202021822,Na1ESHC028-17SB
11202021822,Na1ESHC020-17SB
11201812035,DA1NHT4002-13SA
11201812035,NA1NHT4075-15SA
11201812035,NA1NHT4051-15SA
11201812035,DA1ESZE066-17SA
11201812035,NA1NHT4041-15SA
21090216,NA1MCTB001-17SA
21090216,NA1ESTO016-17SA
21090216,NA1NHZ2138-18SB
21090216,NA1ESTE019-17SA
21090216,NA1ESZU019-17SA
11202130061,NA2BIR0004-15SA
11202130061,NB1BIN0406-15SA
11202130061,NA1BCM0505-15SA
11202021944,DA1ESHR002-13SB
11202021944,Da1ESHR007-14SB
11202021944,DA1BHP0202-15SB
11202021944,Da1ESHR025-14SB
11018816,NA1NHT4002-13SA
21017316,NA1ESHT010-17SB
21017316,NA1ESHT016-17SB
21017316,DA1ESHT013-17SB
21017316,NA1ESHT019-17SB
21017316,DA1ESHT023-17SB
11050614,DB1ESTA017-17SA
11202111565,NA2BCM0506-15SA
11202111565,NA9BCJ0203-15SA
11202111565,NB1ESTO011-17SA
11202111565,NA3BIN0406-15SA
11202111565,DB1ESTO012-17SA
11023716,NA1NHT4002-13SA
11023716,NA1NHT1056-15SA
11202020426,DA1MCTB009-17SA
11202020426,DA1ESTO013-17SA
11202020426,DA4ESTO902-17SA
11202020426,DA1ESTO016-17SA
11202020426,DB2ESTO006-17SA
11202020426,DB1BCS0002-15SA
11201721728,DA1ESTG006-17SB
11201721728,DB1ESTO903-17SB
11201721728,DA1ESTG011-17SB
11201721728,Da1ESTG008-17SB
11201920123,DA1ESTG007-17SB
11201920123,DA1ESZG041-17SB
11201920123,DA1ESTG009-17SB
11201920123,NA2ESTO004-17SB
11201920123,NB1BHO1102-19SB
11201920123,DA1ESZP034-14SB
11201722399,NA1BIS0003-15SB
11201722399,NB1BIN0406-15SB
11202130179,NA2BCM0506-15SA
11202130179,NA9BCJ0203-15SA
11202130179,NA2BIN0406-15SA
11202130179,NA1BCN0405-15SA
11202020970,DA1NHT1053-15SA
11202020970,DA1NHZ1009-15SA
11202020970,DA1ESTU026-17SA
11202020970,DA1ESTE034-17SA
11202020970,DB1NHZ6001-18SA
11201722647,NA2ESTO004-17SA
11201722647,Da1ESTG017-17SB
11201722647,NA1ESZG020-17SB
11201722647,NA1ESZU016-17SA
11201722647,Na1ESTG022-17SB
11202021726,NA2BIR0004-15SA
11202021726,NA2BHO0102-15SB
11202021726,NBESTO012-17SB
11120215,DA1ESTA004-17SA
11120215,NA1ESTO004-17SB
11120215,NB1ESTO017-17SA
11120215,NA1ESTE022-17SA
11201722741,DA1BIN0406-15SB
11201722741,DA1BHP0202-15SB
11201722054,Na1ESHR025-14SB
11202020566,Da1ESHR006-13SB
11202020566,Da1ESHR007-14SB
11202020566,Da1ESHR026-14SB
11202020566,Da1ESHR025-14SB
11202020566,DA1ESHT023-17SB
11202230251,DA1MCTD021-18SA
11202230251,DA1MCTC002-15SB
11202230251,DA1NHT5013-15SA
11202230251,DA1MCTC011-15SB
11202230251,NA1NHZ2099-16SA
11201920638,NA1BCM0506-15SB
11201920638,NB1BCN0405-15SB
11201920638,DA1MCTC011-15SB
11202131111,NB1BIR0004-15SA
11202131111,NA1BIQ0602-15SA
11202131111,NA3BIN0406-15SA
11202131111,DA1ESTU037-17SA
11201811355,NA1NHZ6011-18SA
11201811355,DB1ESTE034-17SA
11201811355,DA1NHZ6010-18SA
11201811355,DA1NHT1056-15SA
11201811355,NA1BCS0002-15SA
11100616,NA1NHT4075-15SA
11100616,NA3MCTA028-15SA
11202021559,NC3BIK0102-15SA
11202021559,NA3BIL0304-15SA
21011614,NA2MCTA028-15SA
11201920976,NA1ESHR008-13SB
11201920976,Da1ESHR026-14SB
11201920976,Da1ESHR025-14SB
11201920976,DA1ESHR017-13SB
11201920976,Da1ESHR018-13SB
11201920687,Na1ESTA002-17SB
11201920687,NA1NHH2087-16SB
11201920687,NA1LHE0002-19SB
11201920687,Da1ESZB026-17SB
11202130072,DB2BCM0506-15SA
11202130072,DA6BCJ0203-15SA
11202111748,NA2BHO0102-15SB
11202111748,NA1BHS0002-17SB
11202111748,NA1BIQ0602-15SB
11202111748,NA2BHQ0003-15SB
11202130063,NA2BCM0506-15SA
11202130063,NB8BCJ0203-15SA
11202130063,NA1BCN0407-15SA
11202130063,NB2ESTO011-17SA
11202020737,NA1BCJ0203-15SA
11202020737,NB1BCK0103-15SA
11202020737,NA2ESTO011-17SA
11202020737,NB1BIN0406-15SA
11201921902,NA1NHZ6007-18SA
11201921902,NA2BCL0307-15SA
11201721551,NA1ESHR002-13SB
11201721551,NA1ESHR004-13SB
11201721551,NA1ESHR008-13SB
11201721551,Na1ESHR026-14SB
11201721551,Na1ESHR025-14SB
11201721551,NA1ESHP018-14SB
11201721551,NA1ESHR017-13SB
11201812306,NB1ESTS015-17SB
11201812306,DA1ESTS004-17SB
11201812306,NIESZS035-17SB
11201812306,DA1ESTS005-17SB
11201812306,DA2BCS0002-15SA
11201812306,Na1ESTS008-17SB
11201810547,DA1ESTG011-17SB
11201810547,Da1ESTG008-17SB
11201810547,Da1ESTG017-17SB
11201810547,NB1NHT1084-16SA
11201810547,NC1NHT5013-15SA
11201810547,Da1ESTG019-17SB
11201810138,NA1ESTB007-17SB
11201810138,NA1MCTC002-15SB
11201810138,NA1NHZ6007-18SA
11024913,DA1NHZ5020-15SA
11024913,DA1NHT4051-15SA
11202130066,NA1BCM0506-15SB
11202130066,NA1BCJ0203-15SB
11202130066,NA1BIN0406-15SB
11202130066,NA1BCN0405-15SB
11201811633,NA1ESZC019-21SB
11201811633,DA1ESTG006-17SB
11201811633,DA1ESTG011-17SB
11201811633,DA1ESZG041-17SB
11201811633,DB1BCS0002-15SA
11201811633,DA1ESTG025-17SB
11201810645,NA1BCM0506-15SA
11201810645,NA1NHT1030-15SA
11093815,NA1ESTE028-17SA
11093815,NB2MCTA028-15SA
11201922421,NB3BIJ0207-15SA
11201922421,NC4BIS0003-15SA
11201922421,NA3ESTO903-17SA
11201722765,NA1BCK0104-15SA
11201722765,NA1BCN0405-15SB
11201722765,NB2MCTA028-15SA
11109715,NA1ESZI017-17SA
11201921844,NB2BCM0506-15SA
11201921844,NA3BIK0102-15SA
11201722020,NA1BHO1335-15SB
11201722020,NB1BIN0406-15SA
21048216,NA2ESTO004-17SA
21048216,NA1ESZM037-17SA
21048216,NA1ESTM002-17SA
11201932530,DA1ESTG007-17SB
11201932530,NA2ESTO903-17SB
11201932530,DA1ESTG009-17SB
11201932530,NA2BCS0002-15SA
11201812286,NA1LHE0002-19SB
11201812286,NA3BCM0505-15SA
11201812286,NA1MCZC011-15SB
11202020041,NA2BIR0004-15SB
11202020041,NA1ESTO005-17SB
11202020041,DA4MCTA028-15SA
11202020041,DB2BCS0002-15SA
11201811322,NB2BCS0002-15SA
11201811322,NA1ESTM019-17SA
11201811322,DB1ESTM010-17SA
11201811322,NB1ESTM003-17SA
11201810968,NA1NHT1070-15SA
11201810968,DA1NHT1030-15SA
11201810968,NA1NHT1056-15SA
11202020441,NA2BCK0104-15SA
11202020441,DA2MCTC023-15SB
11201723034,NA1ESTM014-17SA
11201723034,NA3ESTO903-17SA
11201723034,NA1ESTM008-17SA
11201723034,DA1ESZM021-17SA
11201723034,NA1ESTM010-17SA
21016916,NA1BHQ0004-19SB
11202021794,DA1BIR0603-15SB
11202021794,DB1ESTO013-17SA
11202021794,NA1BIQ0602-15SB
11202021794,DA1MCZC021-20SB
11202021794,Nb2ESTO012-17SB
11202021794,NA1MCZC011-15SB
21042116,DA1MCTB001-17SA
21042116,DB1BCM0506-15SB
21042116,DB1BCN0407-15SA
11057314,NC4BIS0003-15SA
11057314,DB1ESTO013-17SA
11057314,NA1BIN0406-15SA
11057314,NC1BCL0307-15SA
11112416,NA2MCTA004-17SA
11112416,NA8BCJ0203-15SA
11112416,NA1BCK0103-15SA
11027815,NB1ESTE035-17SA
11027815,NA1ESTE028-17SA
11027815,NB1BCK0103-15SA
11027815,NB1ESTA019-17SA
11027815,NA1ESTA010-17SA
11201922422,NA3BIS0003-15SA
11201922422,NA1BCM0506-15SA
11201922422,DB1ESTO013-17SA
11201922422,NB4BCJ0203-15SA
11201922422,DB1BCK0103-15SA
11202020285,DC7BCS0001-15SA
11202020285,DA2BCM0505-15SA
11202130071,DA4BCJ0203-15SA
11202130071,DA2BIN0406-15SA
11202130071,DA2BCN0405-15SA
11202111825,DB1BCM0506-15SA
11202111825,DB2BCJ0203-15SA
11202111825,DB1BIN0406-15SA
11202111825,DB3BCN0405-15SA
11033915,NA1BCM0506-15SA
11033915,NA1BIQ0602-15SA
11033915,NA3BCJ0205-15SA
11033915,NA1BIN0406-15SA
11202020813,DA1BIR0004-15SA
11202020813,DB1BIR0603-15SA
11202020813,DA1BCS0002-15SA
11202020147,DA2ESTO013-17SA
11202020147,DA1BIQ0602-15SA
11202020147,DA1ESTA020-17SA
11202020147,DA1MCTA028-15SA
11202111567,NA2BIR0004-15SB
11202111567,NA1BHO0102-15SB
11202111567,NA1BHQ0004-19SB
11202111567,NA1BHO1102-19SB
11202111567,NA1BIN0406-15SB
21015216,DB1ESZG013-17SB
21015216,NA2ESTO016-17SB
21015216,NB1BCK0103-15SB
21015216,NA1BCN0405-15SB
21015216,DA1ESZU017-17SB
11086413,NA1ESZA006-17SA
11202021702,NB2BIS0003-15SA
11202021702,NB1BCM0506-15SB
11202021702,NB1BCL0307-15SB
11201722332,DA1ESHC035-21SB
11201722332,NA1ESHC008-21SB
11201722332,NA1ESHC034-21SB
11201722332,Da1ESHC032-17SB
11201722332,Da1ESHC031-17SB
11127015,NA1ESTI019-17SA
11127015,NA1MCZA006-17SA
11127015,NA1ESTI007-17SA
11201932573,NA1BIR0004-15SB
11201932573,NA1BHO1335-15SB
11201932573,NA1ESHP018-14SB
11202131623,DB2BIR0004-15SB
11202131623,DC1BIS0003-15SB
11202131623,DB1BHO0102-15SB
11202131623,DB1BHO1102-19SB
11202210061,DA2BIR0004-15SB
11202210061,DA1BHO0102-15SB
11202210061,Da1ESHC030-17SB
11202210061,Da1ESHC028-17SB
11202210061,DA1BHO0001-19SB
11201722541,NA4ESTO001-17SA
11201722541,NA1NHZ3010-15SA
11201722541,Na1ESTG023-17SB
11202021577,DA1BHO1335-15SB
11202021577,Da1ESHR006-13SB
11202021577,Da1ESHR007-14SB
11202021577,Da1ESHR025-14SB
11201810078,NB1BCM0506-15SB
11201810078,NA1BCK0104-15SB
11201810078,NBESTO012-17SB
11201810078,NA1ESZU019-17SA
11201721419,NA1ESZE104-17SA
11201721419,NB1ESTE035-17SA
11201721419,DC1ESTE027-17SA
11201721419,NA1ESTO015-17SA
11201721419,NA1ESZE090-17SA
11201920547,NA1BHO0102-15SB
11201920547,NA1NHI2049-13SB
11201920547,NAESTO008-17SB
11201920547,Nb2ESTO012-17SB
11201920547,NA1ESZT016-17SB
11202130124,DB2BIR0603-15SA
11202130124,DA4ESTO903-17SA
11202130124,DB1BCJ0205-15SA
11202130124,DB1BIN0406-15SA
11202130124,DA1NHT3027-15SA
11202130124,DA1ESTO012-17SA
21002714,NA1ESTE022-17SA
11202130133,DA3BCJ0205-15SA
11202130133,DA1BCN0407-15SA
11202130133,DC2BCL0307-15SA
11201811950,NA1BHO0101-15SB
11201811950,NA1BIQ0602-15SB
11201811950,NA2BIN0406-15SB
11202020630,DA1BIR0603-15SA
11202020630,DA1BCM0506-15SA
11202020630,DA1ESTO013-17SA
11202020630,NB5BCJ0203-15SA
11202020630,DA1BCN0405-15SA
11055514,DA1MCTA027-17SA
11094215,NA1ESZS012-17SB
11094215,DA1ESZS029-17SB
11094215,NA1ESZS021-17SB
11094215,Na1ESTS010-17SB
11201810613,DB1ESTA002-17SA
11201810613,NA2BCJ0203-15SA
11201810613,NA1BCN0407-15SA
11201810613,NA1ESTO011-17SA
11201810613,NA1BCN0405-15SA
11201812009,NB1BCJ0203-15SA
11201812009,NB1BIN0406-15SA
11201812009,NB1ESTO008-17SA
11060516,DA2ESTO903-17SA
11060516,Da1ESTS003-17SB
11201920541,NA1ESHP004-13SB
11201920541,Na1ESHC030-17SB
11201920541,NA1ESHP007-13SB
11201920541,NA1ESZC013-17SB
11201920541,NA1ESHP027-14SB
11101816,NA1ESTO016-17SA
11101816,DA1ESTA017-17SA
11101816,DA1ESZA005-17SA
11201922269,NB1BHO0102-15SB
11201922269,NB1BIN0406-15SB
11202020436,DB1BIR0004-15SA
11202020436,DB2BCM0506-15SA
11202020436,DA1BCN0402-15SB
11202020436,NC1BCL0307-15SA
11201722911,DA2BIN0406-15SB
11065015,DA1MCTA004-17SA
11065015,DA1MCTA027-17SA
11040915,NA3ESTO903-17SA
11040915,DA1ESZU029-17SA
11040915,DA1ESZU031-17SA
