RA,TURMA
11202022138,NA3BIL0304-15SA
11201811299,Da1ESTG008-17SB
11201811299,DA1ESTG010-17SB
11201811299,Da1ESTG017-17SB
11201811299,Na1ESTG020-17SB
11201920641,DB3BIJ0207-15SA
11201920641,DA2BHQ0003-15SB
11201920641,DA1NHI2049-13SB
11201920641,NA2MCTA028-15SA
11201920641,DA1MCTA017-17SA
11201920856,DA1BIR0004-15SB
11201920856,DA1MCTC002-15SB
11201920856,DA1ESTO005-17SB
11201920856,DA2BCM0505-15SB
11202020902,DA1BCM0506-15SB
11202020902,DA1BCS0002-15SB
11202020902,DB1BCL0307-15SB
21086413,NA1ESHT001-17SB
21086413,NA2BIN0406-15SB
21086413,NA1BHO0001-19SB
21086413,NA1ESHT010-17SB
11202111864,NB1BIR0004-15SB
11202111864,NB1BCM0506-15SB
11202111864,NA1BCK0104-15SB
11202111864,NB1BCN0405-15SB
11024613,Na1ESTA002-17SB
11024613,NA1ESTA016-17SA
11024613,NA1ESTE017-17SA
11024613,NA1ESTE022-17SA
11202020978,DA1MCTB001-17SA
11202020978,DA1MCTB009-17SA
11202020978,DB1ESTO013-17SA
11202020978,DA1ESTO016-17SA
11202020978,DB2ESTO006-17SA
11202020978,DB1ESTO012-17SA
11030509,NA1NHT3090-15SA
11030509,NA1NHT3048-15SA
21025414,DA1NHI5001-15SB
21025414,Na1ESHC030-17SB
21025414,NB1BIN0406-15SB
11201922014,NA1BCJ0205-15SA
11201922014,NA1BIN0406-15SA
11201922014,NC2BCL0307-15SA
11202131100,NA1BIR0004-15SB
11202131100,NA1BCM0506-15SB
11202131100,NA1MCTC002-15SB
11111209,DA1NHZ6011-18SA
11111209,NA1ESTE034-17SA
11111209,NA1NHZ6010-18SA
11201722436,NB1BCM0506-15SB
11201722436,Na1ESTO013-17SB
11201722436,NA1BCK0104-15SB
11201722436,NBESTO012-17SB
11202210015,DA1NHZ3094-22SA
11202210015,DB1NHT5013-15SA
11202210015,NA1NHT3090-15SA
11202210015,DA1NHZ5023-18SA
11202210015,DA1MCZD005-18SA
11202210015,NA1NHZ3058-15SA
11045315,NA1ESTB002-17SB
11045315,NA1ESTB007-17SB
11045315,Na1MCZC008-13SB
11045315,NA1MCTC022-15SB
11045315,NA1MCTC011-15SB
21063415,DA1ESHR004-13SB
21063415,DB1ESTE034-17SA
21063415,NA1ESTE015-17SA
21063415,DA1ESTE027-17SA
21063415,NA1ESZE073-17SA
11081709,DA1ESTS005-17SB
11035614,NA1ESTA005-17SA
11035614,NA1NHI5001-15SA
11035614,NA1ESZA018-17SA
11035614,NA1ESTA022-17SA
11201812123,NA1ESTG014-17SB
11201812123,DA1MCZD005-18SA
11201722779,DA1ESTG006-17SB
11201722779,DA1ESTG011-17SB
11201722779,Da1ESTG008-17SB
11201722779,DA1ESTG025-17SB
11201722779,Na1ESTG020-17SB
11201920575,NA4BIS0003-15SA
11201920575,NC3BIK0102-15SA
11201920575,NB3BCJ0205-15SA
13201910061,Da1ESHC028-17SB
13201910061,DA1ESZG041-17SB
13201910061,NA1ESZC013-17SB
13201910061,NA1ESHP026-14SB
11201922339,DA1ESHP022-14SB
11201922339,DA1BHO0102-15SB
11201922339,Da1ESHR006-13SB
11201922339,DA1ESHT010-17SB
11201922339,DA1ESHP026-14SB
11201922339,DA1ESZP034-14SB
11201922339,NA1ESHT023-17SB
11201920378,NA2MCTB001-17SA
11201920378,NA1BIR0603-15SA
11201920378,NA1BCM0506-15SA
11201920378,DB1ESTO903-17SB
11201920378,NB1BCK0104-15SA
11201920378,NA1ESTO015-17SA
11201920378,DA1ESZU017-17SB
11201810101,DA9BCJ0203-15SA
11201810101,DA2BIN0406-15SA
11201810101,DA1MCTC023-15SB
11201810101,DA1ESTG025-17SB
11201810101,DA1MCZB038-17SA
11002915,NA1ESZU016-17SA
11201811049,NA2MCTA002-17SA
11201811049,NA1MCTA037-17SA
11201811049,NB1MCTA008-17SA
21032816,NA1ESTO903-17SA
21032816,NA1BCJ0203-15SA
21032816,NA1ESTO004-17SA
21032816,NA1ESTO015-17SA
21032816,DA1MCTC023-15SB
21032816,NB1BCS0002-15SA
11201932503,NB2BCN0407-15SA
11012316,DA4MCTA028-15SA
11201920333,DA1ESTS015-17SB
11201920333,DA1ESTS019-17SB
11201920333,DA1ESTS007-17SB
11201920333,DAESTO008-17SB
11201920333,DA1BCS0002-15SB
11201920706,DA1ESTU004-17SA
11201920706,DB1ESTU029-17SA
11201920706,DA1ESTO006-17SB
11201920706,DB1ESTO008-17SA
11201920706,DB2BCS0002-15SA
11201920385,NA5ESTO902-17SA
11201920385,NA2ESTO903-17SB
11201920385,NB1ESTO008-17SA
11201920385,NB1BCS0002-15SB
11096513,DB1MCTB001-17SA
11202111766,NA1BIR0004-15SB
11202111766,DA2BHO0102-15SB
11202111766,DA1BHQ0004-19SB
11202111766,Da1ESHR006-13SB
11202111766,DA1ESHT023-17SB
11201810859,NA1ESHC035-21SB
11201810859,DA1ESHT005-17SB
11201810859,NA1ESZC019-21SB
11201810859,NA1ESHP007-13SB
21055316,DA6BCJ0203-15SA
21055316,DA1MCTD021-18SA
21055316,DA1MCTA028-15SA
21055316,DB1BCS0002-15SA
11202020602,NB3BIS0003-15SA
11202020602,NB7BCJ0203-15SA
11201922310,Na1ESHC020-17SB
11032014,NA2MCTA004-17SA
11032014,NA1ESTE015-17SA
11032014,NA3MCTA028-15SA
13201812294,Da1ESHC030-17SB
13201812294,DA1ESHC035-21SB
13201812294,Da1ESHC032-17SB
11054214,Na1ESTG023-17SB
11054214,Nb1ESTG022-17SB
11054214,Na1ESTG020-17SB
21065813,DA1ESZC001-21SB
21065813,Na1ESHC002-17SB
21065813,DA1ESHC008-21SB
21065813,Da1ESHC028-17SB
21065813,Na1ESTO013-17SB
11202130376,DA1BIR0603-15SA
11202130376,DB2BIL0304-15SA
11202130376,DB1BCN0407-15SA
11202130376,DA1BCL0307-15SA
11202131103,NC6BIS0005-15SA
11202131103,NC3BIS0003-15SA
11202131103,NC3BIK0102-15SA
11202131103,NA1BCN0407-15SA
11108712,NA1MCTA002-17SA
11108712,NA1ESTA005-17SA
11108712,DA1MCTA037-17SA
11108712,NA1MCTA014-15SA
11108712,NA1NHI2049-13SA
11108712,NA1ESTA014-17SA
11202130003,NA7BCS0001-15SA
11202130003,NC3BIK0102-15SA
11202130003,NA3BIL0304-15SA
11202130003,NC2BCL0307-15SA
11201811707,DA1ESTO902-17SA
11201811707,DA2MCTC023-15SB
11201811707,DA1ESTO012-17SA
11201811707,DB1ESTM010-17SA
11201811707,NA2ESTI013-17SA
11201921586,NB2BIR0004-15SB
11201921586,NA1BIL0304-15SB
11201921586,NA1BHS0005-19SB
11201921586,NA1ESZT016-17SB
11201722567,NA1NHT4001-15SA
11084613,NA1BHO1335-15SB
11084613,NA1LHZ0023-19SB
11042015,NA1ESTA010-17SA
11042015,NB1ESTA014-17SA
11042015,NA2ESTI013-17SA
11042015,NB1ESTI003-17SA
11079216,NA3ESTO903-17SA
11079216,NA1ESTA016-17SA
11079216,NB1MCTA028-15SA
11079216,NA1ESTA008-17SA
11201920781,NA1ESTO013-17SA
11201920781,NA1MCTD021-18SA
11201920781,NA1BCK0104-15SA
11201920781,NA1NHT3090-15SA
11117713,Na1ESTG022-17SB
11201811563,NA2ESTO903-17SA
11201811563,DA1ESTE016-17SA
11201811563,NA2ESTO006-17SA
11201811563,NB1ESTO008-17SA
11201811563,NA1ESTI005-17SA
11201811563,NB1ESTI003-17SA
11201920520,DB1MCTB009-17SA
11201920520,DA1ESZU024-17SA
11201920520,DB1BCJ0205-15SA
11201920520,DB1ESTO006-17SA
11202111472,NC1BIS0003-15SB
11202111472,NA1BIR0603-15SB
11202111472,NB1BHO0102-15SB
11202111472,NA1BHO1102-19SB
11202021235,NA1MCTB001-17SA
11202021235,NA1ESTM004-17SA
11202021235,NB1BCK0103-15SA
11202021235,NAESTO008-17SB
11201811442,NA1ESTU026-17SA
11201811442,NA1ESTO013-17SA
11201811442,NB1ESTU029-17SA
11201811442,NA1ESTU040-17SA
11201810244,NA1MCTB009-17SA
11201810244,NA1ESTO015-17SA
11201810244,NA1ESTO008-17SA
11076313,DA1MCZC011-15SB
11201810449,NA1NHT1070-15SA
11201810449,NA1NHT1064-15SA
11201922401,DB1BIJ0207-15SA
11201922401,DA2BIS0003-15SA
11201922401,NA1ESTO006-17SA
11202112041,NA1BHO0102-15SB
11202112041,NA1BHO0101-15SB
11202112041,NA1BIQ0602-15SB
11202112041,NA1BHP0202-15SB
11201920267,NB5BCJ0203-15SA
11201920267,NB1BCK0103-15SA
11201920267,DA1BCK0104-15SA
11201920267,NA1BCM0505-15SA
11201920267,NA1BCS0002-15SA
11202232237,NB3BIJ0207-15SA
11202232237,NA4BIS0003-15SA
11202232237,NC3BIK0102-15SA
11202232237,NA3BIL0304-15SA
11202232237,NB2BCJ0205-15SA
11201810758,DA3BIS0003-15SA
11201810758,DA1MCZC008-13SB
11201810758,DA1ESTO012-17SA
11201721620,NB1MCTB009-17SA
11201721620,Na1ESTB018-17SB
11201721620,DA3ESTO902-17SA
11201721620,NA1NHZ6001-18SA
11201721620,NB1ESTO017-17SA
11201920143,NA4BIS0003-15SA
11201920143,NA1BCM0505-15SA
11201723029,NA1MCTD018-18SA
11201723029,NA1MCTD007-18SA
11201920427,DA1NHT4002-13SA
11201920427,NA1NHT4049-15SA
11201920427,DA2BCS0002-15SA
11201920427,DA1NHT4041-15SA
11202130412,DB3BCM0506-15SA
11202130412,DB3BCJ0203-15SA
11202130412,DB2BIN0406-15SA
11202130412,DB3BCN0405-15SA
11201721174,Na1ESHR026-14SB
11201721174,NA1ESHC040-21SB
11201812163,NB2BIR0004-15SB
11201812163,NB1BCM0506-15SB
11201811418,NA2ESTO001-17SA
11201811418,NA1ESTO016-17SB
11110615,DB1NHZ4063-15SA
11202130820,NB2BCM0506-15SA
11202130820,NB1BCN0407-15SA
11202130820,NA3BCM0505-15SA
11201921322,NA1NHZ3010-15SA
11201921322,NA1NHZ3081-15SA
11201921322,DA1NHZ3077-15SA
11202130513,NA3BIS0003-15SA
11202130513,NB5BCJ0203-15SA
11201722814,NA1ESTU023-17SA
11201722814,NA1MCTB011-17SA
11201722814,NB1NHT1084-16SA
11201722814,NA1ESTU040-17SA
11106316,NA1ESZU024-17SA
11106316,NA1ESTU011-17SA
11106316,NA1ESZU016-17SA
11106316,NA1ESTU020-17SA
11070616,DB3BCJ0203-15SA
11201921502,NA1ESHR004-13SB
11201921502,Na1ESHR006-13SB
11201921502,Na1ESHR026-14SB
11201921502,NA1ESHP013-13SB
11201810492,NA1ESHP004-13SB
11201810492,NA1ESHR004-13SB
11201810492,DA1ESHR008-13SB
11201810492,Na1ESHR025-14SB
11201810492,NA1ESHR017-13SB
11201723041,Na1ESHC030-17SB
11201723041,NA1NHH2009-13SB
11201722869,NA2MCTA004-17SA
11201722869,DB1BCK0103-15SA
11201722869,NA2MCTA017-17SA
11201920139,NA1ESTO001-17SA
11201920139,NB1BIQ0602-15SA
11201920139,NB1BCK0103-15SA
11201920139,NA3MCTA028-15SA
11201920628,NA1ESHT001-17SB
11201920628,Na1ESTA002-17SB
11201920628,NA2ESTO016-17SB
11201920628,NB4BCJ0203-15SA
11202210058,DA3BIS0003-15SA
11202210058,DA1BHO0102-15SB
11202210058,DA1BHQ0004-19SB
11202210058,Na1ESHC020-17SB
11202210058,NA2BHQ0003-15SB
11202111473,NC7BCS0001-15SA
11202111473,NC2BIJ0207-15SA
11202111473,NC4BIS0003-15SA
11202111473,NA2BIK0102-15SA
11201721262,NA2BIN0406-15SB
11201721262,NA1ESHT010-17SB
11201721262,NA1ESHP018-14SB
11202021444,NB1BIR0603-15SB
21050716,NA1ESZG020-17SB
21050716,NA1ESZG021-17SB
21050716,Na1ESTG022-17SB
11202130517,Na1ESHR006-13SB
11202130517,NB1ESTA014-17SA
11003314,DA1ESTS012-17SB
11003314,NA1ESZA007-17SB
21004216,NB1ESTS015-17SB
21004216,Na1ESTS010-17SB
11202130059,DB1BCM0506-15SB
11202130059,DB4BCJ0203-15SA
11202130059,DB1BIN0406-15SA
11202130059,DB2BCN0405-15SA
11201921532,NA1ESTU025-17SA
11201921532,NB2ESTO013-17SA
11201921532,DA1ESTO902-17SA
11201921532,NA5ESTO903-17SA
11201921532,DA1ESTU007-17SA
11202020659,NA1BIQ0602-15SB
11202020659,Na1ESHC020-17SB
11202020659,NA2BHQ0003-15SB
11042215,NA1ESTA016-17SA
11042215,DB1ESTO012-17SA
11042215,NA1ESTA008-17SA
11201810897,NC1BIS0005-15SB
11201810897,NB9BCJ0203-15SA
11201810897,NA1BCM0505-15SB
11088215,NA1MCTA004-17SA
11088215,NA1MCTA027-17SA
11201822491,NA1BCJ0205-15SB
11201822491,NA1BCN0407-15SB
11201822491,NA1BCK0104-15SB
11201822491,NA1MCZB031-17SB
11201921157,DB1BHO0102-15SB
11201921157,DA1MCTC023-15SB
11201921157,DA1MCTC019-20SB
11201921157,DA1MCZC021-20SB
11201921157,DA1MCTC022-15SB
11095315,NA1ESTE027-17SA
11095315,NA1ESTO015-17SA
11095315,DA1ESTE021-17SA
11202021788,NB2ESTO013-17SA
11202021788,NA1ESTO016-17SA
11202021788,DA1ESTI016-17SA
11202021788,DA1BCK0104-15SA
11202021788,DB1ESTO008-17SA
11202021788,DA2BCS0002-15SA
11201720026,NA1ESTA005-17SA
11201720026,DA1ESZA005-17SA
11201720026,NA1ESTA008-17SA
11201812126,DA6BIS0005-15SB
11201812126,DA1NHH2009-13SB
11201812126,NA1NHH2087-16SB
11201812126,DA1NHH2073-18SB
11201921320,NA2BIR0004-15SA
11201921320,NB1BIQ0602-15SA
11201921320,DA1MCTC002-15SB
11201921320,DA2BCM0505-15SB
13201910049,NA1ESHC034-21SB
13201910049,Na1ESHC028-17SB
13201910049,NA1NHI2049-13SB
13201910049,NA1BHS0005-19SB
11201810902,NB1ESHT007-17SB
11201810902,NA1ESHT016-17SB
11201810902,NA1ESHT019-17SB
11201810902,DA1BHS0005-19SB
11201810902,DA1ESZU017-17SB
11201812264,NA2ESTA002-17SA
11201812264,DB1ESTA017-17SA
11201812264,DA3BCM0505-15SA
11201812264,NB1ESTA014-17SA
11201812264,NB1ESTA008-17SA
11201812264,NB1ESTI003-17SA
13201910027,Da1ESHC030-17SB
13201910027,DA1ESHC034-21SB
13201910027,DB1BHQ0004-19SB
13201910027,Da1ESHC032-17SB
11201810216,NA1ESTO902-17SA
11201810216,NA1ESZI017-17SA
11201810216,NA1ESTU029-17SA
11201810216,NB2BCS0002-15SA
11201810216,NA2MCTA027-17SA
11201921324,DA1MCTB002-13SA
11201921324,DA1MCTB007-17SA
11201921324,DA1MCTB023-17SA
11201920486,NA1MCTD021-18SA
11201920486,NA1MCTD023-18SA
11201920486,NA1MCTB023-17SA
11202020212,DA1ESHP004-13SB
11202020212,DA1BCN0407-15SB
11202020212,Da1ESHC032-17SB
11202020212,Da1ESHC026-17SB
11202020212,NA1MCZB031-17SB
21059614,NA2MCTB001-17SA
11202232218,DB1BIR0004-15SA
11202232218,NA4BIS0003-15SA
11202232218,DB3BCM0506-15SA
11202232218,DB3BCJ0205-15SA
11202232218,NB1BIN0406-15SA
11202232218,DA4MCTA028-15SA
11201920779,DA1ESTG007-17SB
11201920779,DA2ESTO902-17SA
11201920779,DA1ESTG009-17SB
11201920779,DB1ESTO017-17SA
11028013,NA1NHZ3001-15SA
11028013,Na1ESTO013-17SB
11028013,NA1ESTO008-17SA
11028013,NA1ESTA020-17SA
11028013,NA1NHT3054-15SA
11201922132,DB2BCM0506-15SA
11201922132,NA2BCJ0203-15SA
11201922132,DA3BCJ0205-15SA
11201922132,DB1BCN0407-15SA
11201922132,NA1BIN0406-15SA
11201811638,NB1ESTA005-17SA
11201811638,Na1ESHR026-14SB
11201811638,DA1ESZA013-17SA
11201811638,NB1BCS0002-15SB
11201811638,NA2ESTI013-17SA
11202111826,NA2BIR0004-15SA
11202111826,DA1BCM0506-15SA
11202111826,DA2BIN0406-15SA
11202111826,DA2BCN0405-15SA
11202020701,DA1BIJ0207-15SA
11202020701,DA1BIR0004-15SA
11202020701,DA3BIL0304-15SA
11201720542,DB1MCTA008-17SA
11201720542,DA1ESZI014-17SA
21089115,Na1ESTA002-17SB
21089115,Na1ESTB018-17SB
21089115,NA1BCS0002-15SB
21050516,NA3BIS0003-15SA
11201722176,NA3BIN0406-15SA
11110611,NA1ESTE028-17SA
11110611,NA1ESTE017-17SA
11202021891,NA2BCN0407-15SA
11075015,NA1NHZ5020-15SA
11075015,NA1MCTD010-18SA
11075015,NA3BIN0406-15SA
11075015,NA1MCTD007-18SA
11075015,NA2MCTA027-17SA
11100816,NA5BCJ0203-15SA
11100816,NA1MCZB028-13SA
11100816,NB1BCS0002-15SA
11201932521,Na1ESHC028-17SB
11201932521,Na1ESHR026-14SB
11201932521,Da1ESHR025-14SB
11201932521,NA1ESHR017-13SB
11202020860,NB2BCM0506-15SA
11019914,NB1BCN0405-15SA
11019914,NA1ESTO015-17SA
11202210097,DA1BHO1335-15SB
11202210097,DA1BHQ0001-15SB
11202210097,DA2BHQ0003-15SB
11202210097,DB1BHO1102-19SB
11202131105,NA1BCM0506-15SB
11202131105,NA1ESHC034-21SB
11202131105,DA1ESHP026-14SB
11033116,NA3BCJ0203-15SA
11033116,NB1BCK0103-15SA
11033116,NA1NHZ6001-18SA
11033116,NA1BCN0405-15SA
11033116,NA1ESTO008-17SA
11051314,NA1MCTA004-17SA
11051314,NA1MCTA008-17SA
11202130888,NB1BIS0003-15SA
11202130888,NB1BHO0102-15SB
11202130888,NB1BHQ0004-19SB
11202130888,NB1BHO1102-19SB
11201811540,NA2ESTU026-17SA
11201811540,NA1ESTG005-17SB
11201811540,NA1ESZG006-17SB
11201811540,NA1NHT3048-15SA
11201721825,NA1MCTD023-18SA
11201721825,NA1MCTD007-18SA
11202021147,NA1MCTB009-17SA
11202021147,NB1ESTA002-17SA
11202021147,NB2MCTA028-15SA
11077715,NA1NHI2049-13SB
11077715,NA1MCZC021-20SB
11088716,NA2MCTA002-17SA
11088716,NA1MCTA004-17SA
11088716,NA2MCTA037-17SA
11088716,NA1MCTA014-15SA
11088716,NA1ESTO017-17SA
11201810333,Na1ESTG023-17SB
11201810333,NB1ESZG006-17SB
11201810333,NB1NHT4041-15SA
11102716,DA1ESTE037-17SA
11102716,NA1ESZE104-17SA
11102716,DA1ESTE027-17SA
11102716,NA1ESZE078-17SA
11201720646,DA1ESZC013-17SB
11201921820,NA5BCJ0203-15SA
11073614,NA1ESTU025-17SA
11073614,DA1NHZ1081-13SA
11202022127,DB4BCS0001-15SA
11202022127,DA1BIQ0602-15SA
11202022127,DA1BCN0407-15SA
11202022127,DB1BIN0406-15SA
11024215,DA1ESZM025-17SA
11024215,DA1ESZM016-17SA
11122115,NA1ESHP004-13SB
11122115,NA1ESHP022-14SB
11122115,NA1ESHP007-13SB
11122115,NA1ESZC013-17SB
11122115,NA1ESHP026-14SB
11062512,Na1ESTB022-17SB
11202020878,DB1BCM0506-15SA
11202020878,DA5BCJ0203-15SA
11202020878,NA2BCN0407-15SA
11202130062,DA2BIR0004-15SB
11202130062,DA1BHO0102-15SB
11202130062,DA1BHQ0004-19SB
11202130062,DA1BHO1102-19SB
11202130062,DA2BIN0406-15SB
11202020119,DB1NHZ6001-18SA
11202020119,NB2BCK0104-15SA
11202020119,DA1MCTA028-15SA
11201810600,DA1ESTO001-17SA
11201810600,DA2ESTO013-17SA
11201810600,DAESTO008-17SB
11201810600,DA1BCS0002-15SB
11080416,NA1MCZA006-17SA
11080416,NB1MCTA008-17SA
11080416,NB9BCJ0203-15SA
11202022072,Da1ESHC028-17SB
11202022072,DA1ESTO013-17SA
11202022072,NA1BHO1102-19SB
11202022072,DA1BHS0005-19SB
11202022072,Da1ESHC039-17SB
11201810121,Na1MCZC001-20SB
11201810121,Na1ESTB022-17SB
11201810121,NA1ESZB015-17SA
11201810121,NA1NHT1058-15SB
11201822493,DB3BIJ0207-15SA
11201822493,DA1ESZC013-17SB
11201822493,NA1BHP0202-15SB
11201822493,NA1ESZU036-17SA
11202232293,DB6BIS0005-15SB
11202232293,DC1BIJ0207-15SB
11202232293,DA1NHT1056-15SA
11202232293,DA1NHT1064-15SA
11202111787,DA1BIR0004-15SB
11202111787,NB1BIR0603-15SB
11202111787,DA1BCM0506-15SB
11202111787,NA1BIQ0602-15SB
11202111787,DA1BCN0402-15SB
11202111787,DA1ESTO005-17SB
11202111787,DB1ESTO012-17SB
11021716,Na1ESTB022-17SB
11095316,NA1ESTG005-17SB
11095316,NB1ESTO903-17SB
11095316,NA1ESTG014-17SB
11202131265,NA1BHO0102-15SB
11202131265,NA1BHQ0004-19SB
11202131265,NA1BHQ0003-15SB
11202131265,NA2BIN0406-15SB
11201811711,NA1ESHT001-17SB
11201811711,NA1ESHP004-13SB
11201811711,NA1ESHP022-14SB
11201811711,NA1ESHT010-17SB
11201811711,NA1ESHP026-14SB
11201811711,DA1ESZP034-14SB
11201721585,NA1MCTA008-17SA
11201721585,NA1MCTA027-17SA
11201721585,NA1MCZA030-17SA
11076816,DA1MCTA037-17SA
11076816,DA1MCTA025-13SA
11083816,NA1ESZG020-17SB
11083816,NA1ESZG021-17SB
11083816,NA1ESZG006-17SB
11083816,NA1ESHP018-14SB
11083816,Nb1ESTG022-17SB
11083816,NA1ESTU037-17SA
11028112,DA1MCTA004-17SA
11028112,DA1MCTA014-15SA
11028112,DA1NHI2049-13SA
11028112,DA1MCTA028-15SA
11201811308,Na1ESHC030-17SB
11201811308,DA1ESZC020-17SB
11201811308,NA1BCN0402-15SB
11201721492,NA2BHO0102-15SB
11201721492,DA1ESTS005-17SB
11201721492,NA1ESTO004-17SB
11201721492,Na1ESTS010-17SB
11202130136,DA2BIR0004-15SB
11202130136,DA1BHO0102-15SB
11202130136,DA1BHQ0004-19SB
11202130136,DA1BHO1102-19SB
11202130136,DA2BIN0406-15SB
11201921585,NA1BCM0506-15SB
11201921585,NA1BCN0402-15SB
11201921585,NA1BIN0406-15SB
11201920585,DA1ESHR004-13SB
11201920585,DA1ESHP007-13SB
11201920585,Da1ESHR026-14SB
11201920585,Da1ESHR025-14SB
11201920585,DA1ESHP018-14SB
11201922126,DA1ESTE030-17SA
11201922126,NA3ESTO902-17SA
11201922126,DB1ESTO012-17SA
11201922126,NB2MCTA028-15SA
11201922126,NA1ESTM019-17SA
11201922126,DB1ESTM010-17SA
11202130065,DB2BIS0003-15SA
11202130065,DA1BIR0603-15SA
11202130065,NB1BCM0506-15SA
11202130065,DA1MCTC002-15SB
21071515,DA1MCTC011-15SB
21071515,DA1MCZC011-15SB
11201920702,NA1ESZI026-17SA
11201920702,DA1NHZ6001-18SA
11201920702,NA1MCTD023-18SA
11201920702,NA1MCZB015-13SA
11201920702,DA1MCZA010-13SA
11201920702,NA1ESTU015-17SA
11102715,DA1ESTM004-17SA
11102715,NA1NHZ6001-18SA
11102715,NA1ESTM019-17SA
11102715,NA1ESZU016-17SA
11102715,NA1NHT4040-15SA
11202021962,DA1NHZ5020-15SA
11202021962,DB1BIQ0602-15SA
11202021962,DA1BCN0407-15SA
11202021962,DA1MCTC002-15SB
11202020140,DC3BIS0003-15SA
11202020140,DA1BCM0506-15SA
11202020140,DC2BCL0307-15SA
11201811573,DA1ESHC008-21SB
11201811573,DA1ESHR004-13SB
11201811573,DA1ESHP018-14SB
11201722213,NA1ESZA007-17SB
11201722213,NA1ESTS011-17SB
11202131122,DA7BCS0001-15SA
11202131122,DB3BCM0506-15SA
11202131122,DB3BCJ0203-15SA
11056914,DA1ESTA004-17SA
11056914,NA2ESTE019-17SA
11056914,NA1ESTO015-17SA
11056914,NA1ESTA008-17SA
11056914,DB1ESTI003-17SA
11201721440,NA2BHO0102-15SB
11201721440,NB1ESZG006-17SB
11202021624,DC1BCS0001-15SB
11202021624,NC1BIK0102-15SB
11202021624,DA1BCN0402-15SB
11202021624,DA1NHT1030-15SA
11202021624,DA1BCM0505-15SB
11051316,DA1ESTU023-17SA
11051316,NA2ESTU026-17SA
11051316,NA1ESTU004-17SA
11051316,NB1ESTU029-17SA
11051316,NA1ESTU032-17SA
21040814,NA1NHZ1009-15SA
21040814,DA1NHZ1027-15SA
21040814,NA1NHZ6001-18SA
21040814,DA1NHZ6010-18SA
21040814,NA1NHT1056-15SA
