RA,TURMA
11202212490,NB4BIS0003-15SA
11202212490,NA1BIK0102-15SA
11202212490,DA2BCJ0204-15SA
11202212490,DA1BCN0404-15SA
11201922302,NA1ESTB013-17SB
11201922302,NA2ESTB028-17SB
11201922302,DA1ESTB031-18SB
11055116,NANHT1056-15SA
11201921097,NA1MCZC010-15SB
11201921097,DA1MCTC001-15SB
11201921097,DA1MCTC014-13SB
11201921097,DA1MCTC021-20SB
11201921097,NA1MCTC018-15SB
11201921097,NA1ESTO012-17SA
11201921097,DA1BCS0002-15SB
11201921097,DA1MCZC011-15SB
11202131938,DB1BHQ0002-15SB
11202131938,DB1BHP0001-15SB
11202131938,DB1BHQ0301-15SB
11201810285,NA1MCTB006-13SA
11201810285,NAMCTD009-18SA
11202230686,DA4BIS0003-15SA
11202230686,DA2BCN0407-15SA
11202230686,DA2BIN0406-15SA
11202230686,DA2BCM0505-22SA
11202231073,NA1BCS0001-15SA
11202231073,NABCL0306-15SA
11202231073,NB2NHI5002-15SA
11202231073,NB1BIK0102-15SA
11202231073,NB1BHQ0002-15SA
11202231073,NB1LIE0001-19SA
11201920539,DANHZ6015-18SA
11201920539,DANHZ6008-18SA
11201920539,DAESZB022-17SA
11201920539,DANHZ6005-18SA
11202020489,DA1ESZU022-17SA
11202020489,DAESZU002-17SA
11202020489,DAESTE036-17SA
11202020489,DA1BHQ0002-15SA
11202020489,DA1ESTU028-17SA
11202020489,DA1ESTO017-17SA
11202020489,DA1ESTU034-17SA
11202020489,DA1ESTU035-17SA
11202021301,DAESZG018-17SB
11202021301,DB1ESTO011-17SB
11202021301,DA1ESTO006-17SB
11202021301,DA1ESTO008-17SB
11202021301,DB1BCS0002-15SB
11201721985,NAESHR007-21SB
11201721985,NA1ESHR015-21SB
13201910079,NA3BIS0003-15SB
11201932596,NA1ESTO013-17SB
11201932596,NA1BHO1102-19SB
11202231436,DA1NHT5004-15SA
11202231436,DD1ESTO902-17SA
11202231436,DA1BCN0404-15SB
11202231436,DB1ESTO005-17SA
11202231436,DA1ESTO012-17SA
11202020485,DA1ESTO013-17SB
11202020485,NB1BCN0407-15SB
11202020485,DAESHP030-14SB
11202020485,NA1ESHC013-21SB
11201920639,DB1ESTO902-17SA
11201920639,DB1ESZU028-17SA
11201920639,DA1ESTU028-17SA
11201920639,DA1ESZU030-17SA
11201920639,DA1ESTU036-17SA
11201920639,DA1ESTU035-17SA
13201812341,DA1ESHC027-21SB
11201921489,NAMCTD024-18SA
11201921489,NA2NHI5001-15SA
11201921489,NA1ESTS003-17SB
11201921489,NANHZ3026-15SA
11201921489,NA2ESTO017-17SA
11201921489,NA1ESTB021-17SB
11202021171,NA1MCZB013-13SA
11202021171,NA1ESTS003-17SB
11202021171,NA1MCTC001-15SB
11202021171,NA1MCTC018-15SB
11202021171,NA2BCS0002-15SA
11201811183,DA1MCTA007-17SA
11201811183,NA1MCTA009-13SA
11201811183,NA2MCTA025-13SA
11202021768,NA1NHT4024-15SA
11202021768,NA1NHT4053-15SA
11202021768,NA1NHT4057-15SA
11202022221,DANHZ6015-18SA
11202022221,NAESTE034-17SA
11202022221,NANHZ6005-18SA
11202022221,DANHT1056-15SA
11202022221,DA1ESTU031-17SA
11202130363,DB1ESTO011-17SA
11202130363,DB1BCK0104-15SA
11202130363,DA2MCTA018-13SA
11202130363,DA2BCS0002-15SA
11202231426,DA1NHZ2092-16SB
11202231426,NB1BIQ0602-15SB
11202231426,NA1LHZ0035-19SB
11202231059,DB2BCJ0205-15SA
11202231059,DB1BCN0407-15SA
11202231059,DB2BIN0406-15SA
11202231059,DB5BCM0505-22SA
11104412,NANHT1056-15SA
11104412,DANHT1059-15SA
11201811454,NANHT1013-15SA
11201811454,NANHT1056-15SA
11201811454,NANHT1071-15SA
11202111849,NA4BIS0003-15SB
11202111849,NA2ESTO001-17SB
11202111849,NA1BCN0404-15SB
11202231372,DA2NHI5002-15SA
11202231372,NB3BCN0407-15SA
11202231372,DB2BCK0104-15SA
11202231372,NB3BCM0505-22SA
11202231372,DA1BCS0002-15SA
11064516,NAMCTD024-18SA
11064516,NA1NHT5004-15SA
11064516,NAMCTD009-18SA
11202020888,DA1MCTC001-15SB
11202020888,DA1MCTC014-13SB
11202020888,DA1MCTC021-20SB
11202020888,DA1MCTC020-15SB
11202131650,NA1ESZP041-14SB
11202131650,NAESHR007-21SB
11202131650,DA1ESHP012-13SB
11202131650,NA1ESHR015-21SB
11201723053,NA1ESHT011-21SB
11201723053,NA1ESHT015-22SB
21037614,NA1MCTB001-17SA
21037614,NA1MCTB009-17SA
21037614,NA2ESTO017-17SA
21084413,NA1ESTO013-17SB
21084413,NB1ESTO902-17SB
21084413,NA1BCJ0204-15SB
21084413,NAESHP030-14SB
11201920254,DA1ESTB005-17SB
11201920254,DA1ESTO902-17SB
11201920254,DA2BCJ0204-15SA
11201920254,DA1ESTB023-17SB
11201920254,DA1ESTB024-17SB
11201920254,DA1ESTB021-17SB
11202231705,NA1BIR0004-15SB
11202231705,NB1BCJ0205-15SB
11202231705,DB1BCN0407-15SB
11202231705,DA1BIN0406-15SB
11202231705,NA1BCM0505-22SB
11202130355,NA2BCJ0204-15SB
11202130355,DB8BCJ0205-15SA
11202130355,DB3BCN0407-15SA
11202130355,DA2BCK0104-15SA
11202021125,NA2MCTB001-17SA
11202021125,NA1NHT3037-13SA
11202021125,NAMCZA014-17SA
11202232350,DB1BIJ0207-15SA
11202231004,DB3BCJ0205-15SA
11202231004,DB1BCN0407-15SA
11202231004,DB2BIN0406-15SA
11202231004,DB5BCM0505-22SA
11201812236,NA2MCTB001-17SA
11201812236,NB1ESTO017-17SB
11202020873,NB1BCL0306-15SB
11202020873,NB1BHQ0301-15SB
11202020215,DA1MCTB009-17SA
11202020215,DA1ESTO902-17SA
11202020215,DA2ESTU009-17SA
11202020215,DANHT1071-15SA
11202020215,DA1NHT1083-16SA
11202020215,DA1ESTU039-17SA
13201910057,NAESHR029-21SB
13201910057,NAESZR026-21SB
11201920186,DA1ESHR004-13SB
11201920186,DA1ESHP021-13SB
11202212394,NB2BCJ0205-15SB
11202212394,NA1BCN0407-15SA
21068216,DA1ESHC016-17SB
21068216,DA2BCN0407-15SB
11202020479,DAESHR029-21SB
11202020479,DB1BIS0005-15SB
11202020479,DA1ESHC003-17SB
11202020479,DA1BHQ0002-15SB
11202020479,DA1ESHR016-21SB
11202232220,DB3BCJ0205-15SA
11202232220,DA1BCN0407-15SA
11202232220,DB1BIN0406-15SA
11202232220,DA2BCM0505-22SA
11201920594,NAESZG002-17SB
11201920594,NAESTG001-17SB
11201920594,DA1BHQ0301-15SB
11064715,NAESTS006-17SB
11064715,NAESZS028-17SB
11064715,NAESTS018-17SB
11202230214,DA1BCL0306-15SB
11202230214,DA1BHQ0002-15SB
11202230214,DA1BHP0001-15SB
11202230214,DA1ESHT009-17SB
11202230214,DA1BHQ0301-15SB
11202022222,NA1ESTO001-17SB
11202022222,NA1NHT4017-15SA
11202022222,NA1BCK0104-15SA
11201810046,DAESTA018-17SA
11201810046,DA1ESTO902-17SA
11201810046,DB1ESTO008-17SA
11201810046,DB2BCM0505-22SA
11201810046,DAESTA019-17SA
11201810046,DA1ESTA003-17SA
11202020137,NB2BCN0407-15SB
11202020137,NB2BCK0104-15SA
11202020137,NA1ESTS003-17SB
11202020137,NA2ESTO006-17SA
11202210092,NAESZG002-17SB
11202210092,NAESTG003-17SB
11201922187,NA2ESTO011-17SA
11201922187,NB3BCM0505-22SA
11201922187,DB1BCS0002-15SA
11202231109,NA3BIS0003-15SB
11202231109,NA1BCL0306-15SB
11202231109,NA1BHQ0002-15SB
11202231109,NA1BHQ0301-15SB
11201921376,NA1NHT4006-15SA
11201921376,NA2ESTO006-17SA
11201921376,NA1ESTM006-17SA
11202230740,DA9BCJ0205-15SA
11202230740,DA1BCN0407-15SA
11202230740,DB1BCK0104-15SA
11202230740,DB1ESTO005-17SA
11202230740,DA4BCM0505-22SA
11056516,NAESZG036-17SB
11056516,NA1MCTC001-15SB
11056516,NA1MCTC021-20SB
11201812381,NA2ESTA007-17SA
11201812381,NA2ESTI002-17SA
11201812381,NAESTI006-17SA
11201812381,NA2ESTA003-17SA
11201812381,DAESTI020-17SA
11201722523,NA1NHZ4078-20SA
11201722523,NA1NHT4024-15SA
11201722523,NA1NHZ4028-15SA
11202020663,NB2BIS0003-15SB
11202020663,NB1BHP0001-15SB
11202020663,NA1MCTC018-15SB
11202020663,NA1ESZT009-17SB
11202020663,DA1MCZC018-20SB
11202130347,DA1NHI5001-15SB
11202130347,DB1BCN0407-15SB
11202130347,DA1BCK0104-15SB
11202111555,DA2BCS0001-15SA
11202111555,DA1BCK0104-15SA
11202111555,DA1LIE0001-19SA
11202111555,DANHT3049-15SA
11202231132,NA2BIN0406-15SB
11202231132,NA1LHZ0035-19SB
11202231132,NA1ESHP019-13SB
11201722077,NA2ESTA007-17SA
11201722077,NA1ESTI002-17SA
11201722077,DC1ESTO902-17SA
11201722077,NAESTI006-17SA
11201722077,NA1ESTA003-17SA
11202231975,NA1BIJ0207-15SA
11202231975,NA4BIS0003-15SA
11202231975,NB1BIK0102-15SA
11065316,NA1MCTB001-17SA
11065316,NB1ESTO902-17SA
11065316,NA1ESZU013-17SA
11065316,NA1ESTU035-17SA
11202131264,NB1BCL0306-15SB
11202131264,NA1ESTO011-17SB
11202131264,NA1BCN0404-15SB
11202131264,NA1BCM0505-22SB
11202021551,DB1BCJ0204-15SA
11202021551,DA1NHT3095-15SA
11202021551,DB5BCM0505-22SA
11201922171,NA1ESHC008-21SB
11201922171,NA1ESHC038-17SB
11201922171,NA1ESHR004-13SB
11201922171,NA1BHS0005-19SB
11202021834,DA1ESHC003-17SB
11202021834,DAESHC035-21SB
11202021834,DA1ESHC038-17SB
11202021834,DA1ESTO013-17SB
11202111952,NA5BCJ0205-15SA
11202111952,NA1BCN0404-15SA
11202130183,NA1ESTO011-17SB
11202130183,DA1BCK0104-15SB
11202130183,NA1ESTO005-17SB
11202130183,NA1ESTO006-17SB
11202130183,NA1ESTO008-17SB
11202130183,DA1BCS0002-15SB
11201922330,NAESZM032-17SA
11201922330,NB2ESTO011-17SA
11201922330,NA2ESTA013-17SA
11201920953,NANHZ2093-16SB
11201920953,NA1ESHR004-13SB
11201920953,NA1NHZ2044-11SB
11201920953,NA1ESHC032-17SB
11202130200,DA1NHT5004-15SA
11202130200,DA1ESTO016-17SA
11202130200,DA1NHT4017-15SA
11202130200,DA2BCK0104-15SA
11202130200,DA1ESTO014-17SA
11202020627,DA1MCTA003-17SA
11202020627,DB1ESTO005-17SA
11202020627,DA2MCTA018-13SA
11202020627,DA1ESTU039-17SA
11202020627,DA1MCTA024-13SA
11202231651,DB9BCJ0205-15SA
11202231651,DB2BCN0407-15SA
11202231651,DB1BIN0406-15SA
11202231651,DB1BCM0505-22SA
11202231651,DA1ESTB021-17SB
11202230375,DB1BHP0001-15SB
11202230375,DB2BCN0407-15SB
11202230375,DC1ESTO011-17SA
11202230375,DB1BIN0406-15SA
11202230375,DC1ESTO005-17SA
11201811059,NA1ESZP041-14SB
11201811059,NA1ESHC008-21SB
11201811059,NC1ESTO013-17SB
11201811059,NA1ESHC032-17SB
11201811059,DA1BHS0005-19SB
11201811059,NA1ESHC013-21SB
11202021211,NA2ESTO011-17SA
11202021211,NAESTA020-17SA
11202021211,NB1BCS0002-15SA
11202231278,DA1BIS0003-15SB
11202231278,DA1BCL0306-15SB
11202231278,DA1BHQ0002-15SB
11202231278,DA1BHP0001-15SB
11202231278,DA1BHQ0301-15SB
11201921698,DA1MCZC010-15SB
11201921698,DA1BCK0104-15SB
11201921698,DA1MCZC018-20SB
11201811676,NAESZG036-17SB
11201811676,NA1ESHR004-13SB
11201811676,NA1ESTO005-17SB
11201811676,NA1LHZ0035-19SB
11201811676,NANHZ2111-18SB
11201810513,NA1MCTA003-17SA
11201812014,DA1ESHC008-21SB
11201812014,DB1ESHC016-17SB
11201920352,NA1ESZB032-17SB
11201920352,NA1ESTB005-17SB
11201920352,NA1ESTB023-17SB
11201920352,NA1ESTO017-17SB
11202021549,NA1NHZ2044-11SB
11202021549,NA1MCTB019-17SA
11202021549,NA1BCS0002-15SB
11201921241,DC2BCS0001-15SA
11201921241,DA1ESTM017-17SA
11201921241,NA1ESTM005-17SA
11201921241,DA1ESTM006-17SA
11202231449,NABCL0306-15SA
11202231449,NA2NHT5004-15SA
11202231449,NA6BCM0505-22SA
11202232286,DA1BIQ0602-15SB
11202232286,DA1BCN0407-15SA
11202232286,DA6BCM0505-22SA
11201810716,NAESTG001-17SB
11202130234,NB1BIQ0602-15SB
11202130234,DANHZ2021-11SB
11202130234,DA1BCK0104-15SA
11202130234,DB3BCM0505-22SA
11202130234,DA2MCTA024-13SA
11202130234,DA1MCZB031-17SA
11202131349,NA4BIS0003-15SA
11201722480,NA2ESTB028-17SB
11202231550,DB2BIS0003-15SB
11202231550,DA1BHS0002-17SB
11202231550,DANHZ2132-18SB
11202231550,DANHH2073-18SB
11202310061,NA1ESHC008-21SB
11202310061,NA1ESHC012-21SB
11202310061,NA1ESHR031-21SB
11202310061,NA1MCTC014-13SB
11202310061,DAESZC037-21SB
11202310061,NA1ESHC013-21SB
11201722210,NBESHC035-21SB
11201722210,NA1ESHC012-21SB
11201722210,NA1ESHC038-17SB
11201722210,NA1ESHC028-17SB
11202020561,NAESTE037-17SA
11202020561,NA2ESTA004-17SA
11202020561,NAESTE033-17SA
11202020561,NAESTE023-17SA
11202231756,DA1BCS0001-15SA
11202231756,DABCL0306-15SA
11202231756,DA1BIK0102-15SA
11202231756,DA1BHQ0002-15SA
11202231756,DA1LIE0001-19SA
11087811,DAESZS033-17SB
11202230481,NA3BIS0003-15SB
11202230481,NA1BCL0306-15SB
11202230481,NA1BHQ0002-15SB
11202230481,NA1BHP0001-15SB
11202230481,NA1BHQ0301-15SB
11201721532,DAESTG005-17SB
11201721532,NAESTG013-17SB
11201721532,NA2ESTG021-17SB
11201721532,DA2ESTG022-17SB
11202021776,NANHZ6015-18SA
11202021776,DANHZ6013-18SA
11202021776,DC1ESTO902-17SA
11202021776,DB2BCN0407-15SA
11202021776,DANHZ6005-18SA
11202231802,NA1BIS0003-15SB
11202231802,NA1BCL0306-15SB
11202231802,NA1BHQ0002-15SB
11202231802,NA1BHP0001-15SB
11202231802,NA1BHQ0301-15SB
11202130273,DA1BCN0407-15SA
11202130273,DA1BCK0104-15SA
11202210086,DA1BHS0002-17SB
11202210086,DA1BIQ0602-15SB
11202210086,DA1LIE0001-19SB
11202210086,DA1NHZ4081-20SB
11202210086,DA1LHZ0028-19SB
11201811419,ND1ESTO902-17SB
11202130283,NC5BCS0001-15SA
11202130283,DB1BCK0104-15SB
11202130283,DA1MCTC001-15SB
11202130283,DA1MCTC014-13SB
11202130283,DA2BCS0002-15SA
11201822507,NAESZR026-21SB
11201822507,NA1ESHT012-17SB
21062815,NA1ESZM022-17SA
21012915,DAESHP030-14SB
21012915,DA1ESHP019-13SB
11202111556,DA1ESZP041-14SB
11202111556,DA1BIR0004-15SB
11202111556,DA3BIS0003-15SB
11202111556,DA1ESHC003-17SB
11202212525,DB5BCJ0205-15SA
11202212525,DC1ESTO005-17SA
11201920727,DA1ESTB013-17SB
11201920727,DANHT1072-15SA
11201920727,DA2BCJ0205-15SB
11201920727,DB1ESZU028-17SA
11201920727,DA1ESZU030-17SA
11202020382,NA1MCTB009-17SA
11202020382,NA1ESTO001-17SB
11202020382,DA1BCK0104-15SB
11202020382,NA1ESTO015-17SB
11202020382,NA1ESTO008-17SA
11202020382,NA1NHZ4081-20SB
11202020382,NA1MCZC018-20SB
11201922306,NA1ESHP019-13SB
11108516,NB1ESTO008-17SA
11108516,NB1ESTO017-17SA
11108516,NA1ESTU036-17SA
11108516,NA1ESTU035-17SA
11108516,NAESTU038-17SA
11202021802,NA2BIN0406-15SB
11202021802,NA1MCTC018-15SB
11202130301,DB1BIR0603-15SB
11202130301,DA1ESTO902-17SB
11202130301,DB1ESTO011-17SB
11202130301,DB1BCK0104-15SB
11202130301,DA1ESTO005-17SB
11201922110,NAESTG001-17SB
11201922110,DA1ESTO016-17SA
11201922110,DA1ESTO008-17SA
21012616,NAESTG013-17SB
21012616,NA2ESTG021-17SB
11101814,NA1NHT4030-15SA
11201722024,DA1MCZA038-17SA
11202020884,DA1BCK0104-15SA
11202020884,DB1LIE0001-19SA
11202020884,DA1BCS0002-15SA
11202020884,DANHZ6002-18SA
11202230425,DB3BCJ0205-15SA
11202230425,DB1BCN0407-15SA
11202230425,DB2BIN0406-15SA
11202230425,DA1ESTO005-17SA
11202230425,DB6BCM0505-22SA
11202131939,NB2BIS0005-15SB
11202131939,NA2BIK0102-15SB
11202131939,NA2BIL0304-15SB
11202131939,NB3BCJ0205-15SB
11202131939,NA1BCK0104-15SB
11202131939,NB1BCS0002-15SB
11202020456,DB2BIS0005-15SB
11202020456,DA1ESHC003-17SB
11202020456,DA1ESHC038-17SB
11202020456,DA1ESHC032-17SB
11202020456,DB1BHS0005-19SB
11201920432,NA1MCTB001-17SA
11201920432,NA2MCTA007-17SA
21013416,NA1ESHC013-21SB
11202231171,NA3BIS0003-15SB
11202231171,NA1BCL0306-15SB
11202231171,NA1BHQ0002-15SB
11202231171,NA1BHQ0301-15SB
11034716,DAESTA018-17SA
11034716,NA2ESTB028-17SB
11201921681,DA1ESHC008-21SB
11201921681,NA1NHZ1096-19SA
11201921681,DAESZS033-17SB
11201921681,NB1ESTA003-17SA
11201921681,NAESTS017-17SB
11201921681,NAESTS018-17SB
11202310038,DAESHC035-21SB
11202310038,DA1ESHC008-21SB
11202310038,DA1ESHC012-21SB
11202310038,DA1ESHC038-17SB
11202310038,DB1ESHC016-17SB
11201921896,NAESTG002-17SB
11201921896,NANHH2007-13SB
11201921896,NAESTG016-17SB
11201921896,NA1ESZU030-17SA
11201722367,DANHZ6013-18SA
11201722367,DAESZB022-17SA
11201722367,DANHZ6005-18SA
11202230227,NB4BCJ0205-15SA
11202230227,NB1BIN0406-15SA
11202021665,NA2BCS0001-15SA
11202021665,NA1ESTB005-17SB
11202021665,NA1ESTO008-17SA
11202021665,NA1ESTB021-17SB
11201921781,NA1BCJ0204-15SB
11201921781,NA1BCK0104-15SB
11201810545,NAESZG002-17SB
11201810545,DAESTG014-17SB
11202020547,NAESHR029-21SB
11202020547,DA1ESHR031-21SB
11202020547,DA1ESHR004-13SB
11202020547,DA1BHS0005-19SB
11202020547,NA1ESHP021-13SB
11202020831,DA2ESTO001-17SB
11202020831,DAESTS004-17SB
11202020831,DA1ESTO014-17SB
11202020831,DAESTS018-17SB
11114716,DA1ESZU022-17SA
11114716,NB1NHI5002-15SA
11114716,DA1ESZU030-17SA
11201920420,DA1MCTC001-15SB
11201920420,DA1MCTC021-20SB
11201920420,NA1MCTC018-15SB
11201920420,DA1MCZC018-20SB
11201810808,DA1NHZ2092-16SB
11201810808,NAESZG036-17SB
11201810808,NA2NHI5001-15SA
11201810808,DA1NHH2017-16SB
11201810808,DC1ESTO005-17SA
11202021862,DA1ESTB013-17SB
11202021862,DB1ESTO902-17SB
11202021862,DB1ESTO008-17SB
11202021862,DA1ESTO017-17SB
11202021862,DA1ESTB031-18SB
11202021185,NA2NHI5001-15SA
11202021185,NB1BHQ0002-15SA
11202021185,DA1BCK0104-15SA
11202021185,NA1NHZ2099-16SA
11202020125,NA1MCTA009-13SA
11202020125,NA2BCJ0205-15SB
11202020125,NA2BCN0407-15SA
11202020269,NA1ESHC003-17SB
11202020269,NBESHC035-21SB
11202020269,NA1ESHC012-21SB
11202020269,DA1ESHC038-17SB
11202020269,NA1MCTC014-13SB
11202020269,NA1ESHC013-21SB
21062916,DA1MCTC009-15SB
11058012,DAESTA018-17SA
11058012,DA1ESTI002-17SA
11058012,NAESZE098-17SA
11058012,DAESTI006-17SA
11058012,DAESTA019-17SA
11058012,NAESTA008-17SA
11202230282,NA2BCJ0205-15SB
11202230282,NA1BCN0407-15SA
11202230282,NA1BIN0406-15SB
11202230282,NA2BCM0505-22SA
11201722381,NA1MCTB014-17SA
11201722381,NA1MCZB013-13SA
11201922122,NA1ESTO008-17SB
11201922122,NANHT3044-15SA
11201922122,NAESTI020-17SA
11087113,NANHT3068-15SA
11087113,NANHT3044-15SA
11201920726,NA2BCJ0205-15SA
11201920726,NB1BCN0407-15SA
11201920726,NB1BCK0104-15SA
11201920726,NANHT3049-15SA
11202230302,NA2BCN0407-15SA
11202230302,NB1ESTO011-17SA
11202230302,NA6BCM0505-22SA
11201722057,NB1BIK0102-15SA
11201722057,NB2BIN0406-15SA
11201722057,NB1BCS0002-15SA
11201720402,NA1ESHC003-17SB
11201720402,DB1ESHC037-21SB
11201720402,DA1ESHC038-17SB
11201720402,NA1ESHC013-21SB
11070715,NAMCZA004-13SA
11070715,NA2MCTA016-13SA
21004716,NA1ESTO013-17SB
21004716,DA2BIL0304-15SB
21004716,NB2BCN0407-15SB
21004716,NANHH2033-18SB
21004716,NANHH2035-13SB
21004716,NB2BCM0505-22SB
21028815,NAMCZA008-17SA
11202021225,NA1ESTU028-17SA
11202021225,NA1ESTO005-17SA
11202021225,NA1ESTO012-17SA
11016716,NA1MCTB001-17SA
11016716,NB1ESTA014-17SA
11201811159,NA1ESTA007-17SA
11201811159,NA1ESTO015-17SA
11201811159,NA1ESTA003-17SA
11201722125,NC1ESTO902-17SA
11201722125,NA1BCK0104-15SA
11201722125,NA2ESTO017-17SA
11201722125,NAESTA020-17SA
11201722125,NB1BCS0002-15SA
11201722125,NB1ESTA014-17SA
11201810180,NAESZE086-17SA
11201810180,NAESTE034-17SA
11201810180,NB1ESTA017-17SA
11201810180,NAESTE026-17SA
21020115,NA1MCZA002-17SA
21020115,DABCL0306-15SA
21020115,DB2BCM0505-22SB
11074215,NAESZA016-17SA
11202231427,NA4BCJ0205-15SA
11202231427,NA1BCN0407-15SA
11202231427,NA2BIN0406-15SA
11202231427,NB1ESTO005-17SA
11202231427,NA1BCM0505-22SA
11202230537,DB1BCJ0205-15SA
11202230537,DB1BCN0407-15SA
11202230537,DB2BIN0406-15SA
11202230537,DA1ESTO005-17SA
11202230537,DB6BCM0505-22SA
11201811209,NAESTS012-17SB
11201811209,NAESZS028-17SB
11201811209,DAESZS033-17SB
11201922383,NA4BIS0003-15SA
11201922383,NB2BCN0407-15SA
11201922383,NA3BIN0406-15SA
11202231770,DB4BIS0005-15SB
11202231770,DB1BCL0306-15SB
11202231770,DB1BHQ0002-15SB
11202231770,DB1BHP0001-15SB
11201720358,NAESZP002-13SB
11202210028,NB1ESTO902-17SA
11202210028,NB1BCN0407-15SA
11202210028,NB2BIN0406-15SA
11202210028,NB4BCM0505-22SA
11060415,DA1ESHC012-21SB
11201810067,NAESZG036-17SB
11201810067,DA1BCK0104-15SB
11201810067,NAESTG024-17SB
11201810458,NA1NHI5002-15SA
11201810458,NB1BCJ0204-15SA
11201810458,NA2BIN0406-15SA
11202130336,NA1MCTB001-17SA
11202130336,NAESTE033-17SA
11202130336,NB2BCK0104-15SA
11201811620,NAESTS004-17SB
11201811620,NA1ESTO015-17SB
11201811620,NAESTS017-17SB
11201811620,NA1BHQ0301-15SB
21020116,NAESHR007-21SB
21065515,NB2BIS0003-15SB
21065515,NB1BCN0407-15SB
21065515,NB1BIN0406-15SB
21065515,NB2BCM0505-22SB
11201721261,DAESTA013-17SA
11201721261,NA1ESTA017-17SA
11201721261,NAESZE006-17SA
11201920480,NAESHR007-21SB
11201920480,NA1ESHP009-13SB
11201920480,NA1ESHP021-13SB
11097515,NA1BCN0407-15SB
11201722795,NAESTE037-17SA
11201722795,NAESTE030-17SA
11201722795,NAESTE033-17SA
11201921733,DA3BCJ0205-15SB
11201921733,NB1BCK0104-15SB
11202130601,NA1MCTB001-17SA
11202130601,NA2ESTO017-17SA
11202130601,NA1ESTO012-17SA
11202130601,NA2BCS0002-15SA
11202130601,NA1ESTO014-17SA
11201811263,NA1MCZC010-15SB
11201811263,NA1MCZC002-15SB
11201811263,DA1MCTA007-17SA
11201811263,DA1MCTA016-13SA
11201811263,DA1ESZB033-17SB
11201811263,DA1MCTA025-13SA
11202021238,NB2BIS0003-15SB
11202021238,NB1BCL0306-15SB
11202021238,NB1BHQ0002-15SB
11202021238,NB1BHP0001-15SB
11202021238,NB1BHQ0301-15SB
11201822413,DAESZG036-17SB
11201822413,DAESZG023-17SB
11201822413,DAESTG004-17SB
11201822413,DA1ESHC016-17SB
11201822413,DAESHP030-14SB
11201822413,DA2ESTG020-17SB
11201722591,NAESTG002-17SB
11201722591,NAESTG024-17SB
11201720620,DAESHC035-21SB
11201720620,NA1ESTO013-17SB
11201720620,DA1BHS0005-19SB
11201912419,NANHZ2116-18SB
11201912419,DA1ESHR004-13SB
11201912419,NANHH2035-13SB
11201912419,NA1ESHC032-17SB
11201912419,DA1ESHP021-13SB
11202232023,NC1BCS0001-15SA
11202232023,NA3BIS0003-15SA
11202232023,NA2BIL0304-15SA
11202232023,NA2BCM0505-22SA
11202230831,DB3BIS0003-15SA
11202230831,DA1NHT1083-16SA
11202230831,DB4BCM0505-22SA
11202130610,NB3BCJ0205-15SB
11202021533,NAESTA018-17SA
11202021533,NA1ESTO008-17SA
11202021533,NB1BCS0002-15SA
21090715,DAESTG005-17SB
21090715,DA1ESTO016-17SA
21090715,DA1ESTG022-17SB
11201932506,DA1BCJ0205-15SA
11201932506,DA1BIN0406-15SA
11201722293,NAESTG001-17SB
11201722293,DAESTG004-17SB
11201722293,DAESTG023-17SB
11201722293,DAESTG025-17SB
11201811147,DA1MCTA003-17SA
11201811147,DA1MCTA007-17SA
11201811147,DA1MCTA025-13SA
11201921643,DA1MCTA007-17SA
11201921643,DA1NHT5004-15SA
11201921643,DA1MCZA038-17SA
11201921643,NA1ESTU036-17SA
11201921643,NANHT1063-15SA
11202210029,NA1ESZU022-17SA
11202210029,NA3ESTU009-17SA
11202210029,NAESZE038-17SA
11202021579,DA1ESHT011-21SB
11202021579,NAESTG001-17SB
11202021579,DD1ESTO902-17SB
11202021579,NA1ESTO011-17SB
11202021579,NA1ESTB021-17SB
11201722980,NAESTE033-17SA
11201722980,DB1ESTA017-17SA
11201722980,NAESZE006-17SA
21063615,NA1MCTC009-15SB
21050416,NABCL0306-15SA
21050416,NB1NHI5002-15SA
21050416,NA1NHT5004-15SA
21050416,NB2BCN0407-15SB
21050416,NB1ESTO011-17SB
11201921216,DAESTA018-17SA
11201921216,NB1ESZA011-17SA
11201921216,DA1ESTO008-17SA
11201921216,DA1ESTA014-17SA
11201810626,NBESHC035-21SB
11201810626,NAESHC017-17SB
11201810626,NAESZC024-17SB
11031616,NB1NHT5004-15SA
11031616,NA1NHZ4080-20SA
11201811887,DB1BIQ0602-15SB
11201811887,DB2BCJ0205-15SB
11201811887,DA2BCN0407-15SB
11201811887,DB1ESTO011-17SB
11201811887,DA1MCTC009-15SB
11201920355,NA1MCZC010-15SB
11201920355,NA1MCTC001-15SB
11201920355,NAESTA020-17SA
11201920355,NA1LHZ0035-19SB
11201920355,NA1MCZC011-15SB
11201722616,NAESTI015-17SA
11201722616,DAESTI016-17SA
11201722616,NA1ESTO017-17SA
11049016,DAESTS012-17SB
11049016,NA1ESZU022-17SA
11049016,DAESTS005-17SB
11049016,NA1ESTO015-17SA
11049016,NAESTE021-17SA
11202130774,DA1ESTO013-17SB
11202130774,NA1ESTO902-17SB
11202130774,NA1BIQ0602-15SB
11202130774,DB1BCK0104-15SB
11202130774,NA2BIN0406-15SB
11202130774,NA1ESTO005-17SB
11202020477,DA2BCK0104-15SA
11064716,DA1MCTA009-13SA
11064716,DA2BCJ0205-15SA
11064716,DB1BCK0104-15SA
11064716,DB2BCM0505-22SA
