RA,TURMA
11202111670,NANHH2034-13SB
11202111670,NA1LHE0001-19SB
11202111670,NA1LHE0004-19SB
11201811117,NA1NHZ5017-15SA
11201811117,NA1MCZA023-17SA
11201920777,DA1ESHR003-13SB
11201920777,DA1ESHC019-17SB
11201920777,DA1BHS0005-19SB
11202111136,DA1BCL0306-15SA
11202111136,DA1NHZ5016-15SA
11202111136,DA1NHI5011-13SA
11202111136,DB1ESTM018-17SA
11202231510,NA2BCL0306-15SA
11202231510,NA1BCJ0204-15SA
11202231510,NA1BCN0402-15SA
11202231510,NA1BCM0504-15SA
11201722549,DAESTG013-17SB
11201722549,DAESZG011-17SB
11201722549,NA1ESTU039-17SB
11202232210,NA1BIR0603-15SA
11202232210,NA1BHO0101-15SB
11202232210,NA1BIQ0602-15SB
11202232210,NA1BHP0202-15SB
21019611,NA1ESTU004-17SA
21019611,NA1ESZU002-17SA
11092613,NA1MCTA001-17SA
11092613,NA1MCZA052-22SA
11201722311,DAESZE097-17SA
11201722311,DB3BCL0308-15SA
11201722311,NA3BCJ0204-15SA
11201722311,NB1BCK0103-15SA
11201722311,NB1BCN0404-15SA
11201720556,NA1MCTB009-17SA
11201720556,DA1ESZG013-17SB
11201720556,NA1ESTU027-17SA
11201720556,DAMCZA008-17SA
11201720556,NB1ESTO012-17SA
11201720556,DA1MCZA017-13SA
11201720556,NA1MCZA023-17SA
11201720556,NAMCZD007-18SA
21074716,DA2ESHP025-14SB
21074716,DA1ESZT016-17SB
11201810494,NA1ESTO903-17SA
11201810494,NA1ESTM001-17SA
11201810494,NA1ESTM008-17SA
21087216,NA1ESZM038-17SA
21087216,NA1BCK0103-15SB
21087216,NA1NHI5015-15SB
11034314,NAESTG011-17SB
11034314,NA1ESTO004-17SA
11034314,NAESTG017-17SB
11202232266,NA1BCS0001-15SB
11202232266,NB1BCL0306-15SB
11201811992,NA1MCTB010-13SA
11201811992,NA1ESTO013-17SA
11201921874,DA1MCTA001-17SA
11201921874,DA1MCZA017-13SA
11201921874,DA1MCTA023-17SA
11201812382,NAESTE031-17SA
11201812382,NAESTE032-17SA
11201812382,NAESTE025-17SA
11202021110,NB1BIR0603-15SA
11202021110,DA1ESZG031-17SB
11202021110,DB1ESTO903-17SA
11202021110,NA2ESTO005-17SA
11202021110,DA1MCZA017-13SA
11202021110,NA1ESTU040-17SA
11202021110,NAMCZD007-18SA
11201921071,NA1ESHT002-17SB
11201921071,DA1ESHT025-17SB
11201921071,DA1ESHT008-17SB
11201921071,DA1ESHP014-13SB
11201921071,DA1ESZT016-17SB
11202130121,NA1BIR0004-15SA
11202130121,NA1BCM0506-15SA
11202130121,NA1BIQ0602-15SA
11202130121,NB1ESTO012-17SA
11202210101,NA1ESZC034-21SB
11202210101,NA1ESHC019-17SB
11202210101,NA1ESHC020-17SB
11202210101,NA1ESHC022-17SB
11202210101,NA1ESHC025-17SB
11201811955,NB1BIS0003-15SB
11201811955,NA1ESHC033-21SB
11201811955,NA1BHQ0002-15SB
11201921053,NB1MCTA006-17SA
11201921053,DA1MCZA017-13SA
11201921053,NB1NHZ5019-15SA
11201921053,NB1ESTM002-17SA
11202130131,NA2MCTB001-17SA
11202130131,DA3BCN0402-15SA
11201921122,DAMCZA008-17SA
11201921122,DA1MCTA015-13SA
11201921122,DA1MCTA022-17SA
11201921122,DA1MCTA026-13SA
11201832437,NA1NHT4025-15SA
11201832437,NA1NHT4050-15SA
11201832437,NA1NHT4052-15SA
11201920327,DA1ESZM032-17SA
11201920327,DB1MCTB010-13SA
11201920327,DA1ESTM001-17SA
11201920327,DA1ESZM027-17SA
11201920327,DA1ESTU019-17SA
13201822588,DA1ESZP042-14SB
13201822588,DA1ESHP014-13SB
13201822588,DA1ESHP024-14SB
13201822588,DA1ESHP016-13SB
13201822588,DA3ESHP025-14SB
11201720600,NA1ESHT014-17SB
11201720600,NA1ESHT024-17SB
21017816,NA1BIS0003-15SB
21017816,NA1ESHP005-13SB
21017816,NA1ESHR003-13SB
11202021020,DANHT1067-15SA
11202021020,DA2BCK0103-15SA
11202021020,DANHT1065-15SA
11202130167,NA1BIR0004-15SA
11202130167,NA5BCL0308-15SA
11202130167,DA1BCN0404-15SB
11201922363,DB1MCTB010-13SA
11201922363,DA1NHT4017-15SA
11201922363,DA1ESTU019-17SA
11201922363,DA1ESTM003-17SA
11202231585,DB1BCL0306-15SB
11202231585,DB3BCJ0204-15SB
11202231585,DB1BCN0402-15SB
11202231585,DB1BCN0404-15SB
11202231585,DB1BCM0504-15SB
11060011,NA1ESHP023-14SB
11060011,DANHZ2108-18SB
21004313,DA1ESTB019-17SB
21004313,DA1MCTC014-13SB
21004313,DA1NHI5015-15SB
11202021583,DA1ESZR002-13SB
11202021583,DA1ESHR011-13SB
11202021583,DA1ESHR012-13SB
11202021583,DA1ESHR014-13SB
11202021092,DA1BIS0003-15SA
11202021092,DANHZ1078-15SA
11202021092,DANHT1062-15SA
11202021092,DB2BCM0504-15SA
11202021092,DA1ESTU015-17SA
11047414,DANHZ1016-15SA
11047414,NA1NHZ1081-13SA
11202021347,DA2BCS0001-15SB
11202021347,DB1BIQ0602-15SB
11202021347,DA2BCN0404-15SB
11202021347,DB2BCM0504-15SA
11202021347,DA1MCTC023-15SB
11202021347,DA1ESTO012-17SA
11202231135,NB3BCL0306-15SA
11202231135,NB2BCN0404-15SA
11202231135,NB3BCM0504-15SA
11202020516,NB1BIR0603-15SA
11202020516,NB1BIQ0602-15SB
11202020516,NB1BCK0103-15SA
11202020516,NA1ESTI013-17SA
11202230634,DA1BIR0004-15SB
11202230634,NA1BCL0306-15SB
11202230634,NA2BCN0402-15SB
11202230634,NA2BCN0404-15SB
11202230634,NA2BCM0504-15SB
11202230874,NB1BCL0306-15SB
11202230874,NB2BCJ0204-15SB
11202230874,NB1BCN0402-15SB
11202230874,NB1BCN0404-15SB
11202230874,NB1BCM0504-15SB
11201810568,NA1ESHC037-21SB
11201810568,NA1ESZC034-21SB
11201810568,DA1ESHC019-17SB
11202112001,DB3BCL0308-15SB
11202112001,DB2BIR0603-15SB
11202112001,DA1ESTO013-17SB
11202112001,DB1BIQ0602-15SB
11202112001,DA1NHI5015-15SB
11202021854,NB1BIS0005-15SA
11202021854,NA1BIS0003-15SA
11202021854,NA3BCL0306-15SA
11202021854,NA1ESHC007-21SB
11201810041,DA1MCTB003-17SA
11201810041,NA1MCTB005-13SA
11202131846,DB1BIR0004-15SA
11202131846,DB1BIS0003-15SA
11202131846,DB2BCL0306-15SA
11202131846,DB3BCL0308-15SA
11093115,NA1BIS0003-15SA
11093115,NA9BCJ0204-15SA
21053816,NB2BCJ0203-15SA
21053816,NA4BCJ0204-15SA
11201721603,DAMCTD010-18SA
11201721603,NA1MCTC014-13SA
11202021642,DA1MCTB001-17SB
11202021642,DA1ESTO013-17SB
11202021642,NAMCTD010-18SA
11202021642,NB1ESTO005-17SA
11201921422,NA1MCZA002-17SB
11201921422,NA5BCJ0204-15SB
11201921422,NB1BCN0404-15SB
11201921422,DAESZI041-18SA
11202020966,NA1ESZR002-13SB
11202020966,NA1ESZP018-13SB
11202020966,NA1LHE0001-19SB
11202020966,NA1ESHP020-13SB
11202020966,NANHZ2071-18SB
21085414,NAESTG008-17SB
21085414,NA1ESTG010-17SB
11032314,DA1ESZU002-17SA
11032314,DANHT1066-15SA
11032314,DA1ESTU033-17SA
11032314,DA1ESTU015-17SA
11111515,NB1ESTO903-17SA
11111515,NA1ESHT007-17SB
11111515,NAESTG008-17SB
11111515,NA1ESTB020-17SB
21003016,NA1MCTC025-20SB
21003016,NA1MCZC017-20SB
21003016,NA1BCS0002-15SB
11202232009,NB3BCL0306-15SA
11202232009,NB3BCN0402-15SA
11202232009,NB2BCM0504-15SA
11201932507,DA1ESHT006-17SB
11201932507,DA1BHP0001-15SB
11201932507,DA1BCN0402-15SB
11201932507,DA1ESHC020-17SB
11201932507,DA1BHQ0301-15SB
11202210102,DA1ESHT002-17SB
11202210102,DB1ESZG013-17SB
11202210102,DA1ESTB015-17SB
11036614,NA1NHZ4062-15SA
11036614,NA1ESTU012-17SA
11036614,NA1ESZU017-17SA
11202021745,NA1ESTU005-17SA
11202210103,DA1BIS0003-15SB
11202210103,DA1ESHC002-17SB
11202210103,DA1ESHC007-21SB
11202210103,NA1ESHC016-17SB
11202210103,NA1ESHC017-17SB
11202210103,DB1ESHC020-17SB
11202210103,DA1ESHC024-19SB
11202021669,DB2MCTA006-17SA
11202021669,DAMCZA008-17SA
11202021669,DA1MCTA015-13SA
11202021669,DA1ESTO012-17SA
11202021669,DA2MCTA022-17SA
11202111723,NA4BCJ0204-15SA
11202111569,NANHH2034-13SB
11202232161,DB1BCL0306-15SB
11202232161,DB1BCJ0204-15SB
11202232161,DB1BCN0402-15SB
11202232161,DB1BCN0404-15SB
11202232161,DB1BCM0504-15SB
11201722155,NAESZE100-17SA
11201722155,NA1ESTE014-17SA
11202231050,DA2BIR0603-15SB
11202231050,DA1BHO0101-15SB
11202231050,DA1BHO1335-15SB
11202231050,DA1BHO0002-19SB
11202231050,DA1BHP0202-15SB
11202232112,DA1BCL0306-15SA
11202232112,DA1BCJ0204-15SA
11202232112,DA1BCN0402-15SA
11202232112,DA1BCN0404-15SA
11202232112,DA1BCM0504-15SA
11044510,DA1ESTB029-17SB
11044510,DA1MCZA002-17SB
11044510,NA1ESZE010-17SA
11044510,DA1ESTO015-17SA
11039616,DA1MCZA017-13SA
11202111133,NB2BCS0001-15SA
11202111133,DA2BCL0308-15SA
11202111133,DA1BCM0506-15SA
11202111133,DA1BCJ0203-15SA
11202111133,DA1ESTO005-17SA
11201921814,NA1ESTO001-17SB
11201921814,DAESTS015-17SB
11201921814,NA1ESTO013-17SB
11201921814,NANHH2009-13SB
11202022278,NB1BIR0603-15SA
11202022278,NA1BCM0506-15SA
11202022278,NB1ESTO006-17SA
11202022278,NA1ESZM023-17SA
11081013,DA1MCTB010-13SA
11081013,DA1ESTO015-17SA
11081013,DAESTE022-17SA
11202020636,DA1ESHR003-13SB
11202020636,NA1ESTO013-17SB
11202020636,DAESTE028-17SA
11202020636,DA1MCZC003-15SB
11202020636,DB1ESTO012-17SA
11202020636,DA1ESZE073-17SA
11202020636,DA1MCZC012-15SB
11113213,DAESTS012-17SB
11113213,NAESTS019-17SB
11113213,NA1ESTS006-17SB
11113213,NAESTS013-17SB
11113213,DAESTS017-17SB
11202231299,DA1BCL0306-15SB
11202231299,DA2BCJ0204-15SB
11202231299,DA2BCN0402-15SB
11202231299,DA1BCN0404-15SB
11202231299,DA2BCM0504-15SB
11106614,NA1MCZA052-22SA
11202230278,NA2BIR0603-15SB
11202230278,NA1BHO0101-15SB
11202230278,NA1BHO1335-15SB
11202230278,NA1BHO0002-19SB
11202230278,NA1BHP0202-15SB
11201722152,DAESTI010-17SA
11201722152,NAESTA007-17SA
11201722152,DA1ESTI018-17SA
11201722152,DAESTI008-17SA
11202210104,DA1ESHC002-17SB
11202210104,DA1ESHC016-17SB
11202210104,DA1ESHC020-17SB
11202210104,DA1ESHC022-17SB
11202210104,DA1ESHC025-17SB
11202231091,DA1BCL0306-15SA
11202231091,DB6BCJ0204-15SA
11202231091,DB2BCM0504-15SA
11202230222,NA1BCL0306-15SB
11202230222,NA4BCJ0204-15SB
11202230222,NA1BCN0402-15SB
11202230222,NA2BCN0404-15SB
11202230222,NA1BCM0504-15SB
21015314,NA1ESHR022-14SB
21015314,NA1ESHR003-13SB
21015314,NA1ESHR011-13SB
21015314,NA1ESHR028-14SB
11036116,NA1ESZU002-17SA
11036116,NA3BCM0504-15SA
11036116,NA1ESTO012-17SA
11201920439,DA1MCTB001-17SA
11201920439,DA1BCL0308-15SA
11201920439,DB1MCTB009-17SA
11201920439,DA1BCJ0203-15SA
11201920439,DA1ESTO012-17SA
21073016,DIESZS001-17SB
21073016,NB1MCTB010-13SA
21073016,DA1ESTO001-17SB
21073016,NB1BCJ0203-15SA
11202230850,NA1BCL0306-15SB
11202230850,NA3BCJ0204-15SB
11202230850,NA2BCN0402-15SB
11202230850,NA2BCN0404-15SB
11202230850,NA1BCM0504-15SB
11072113,NAESZG001-17SB
11044215,NANHZ1078-15SA
11044215,NANHZ1027-15SA
11044215,NANHT1057-15SA
11000616,NAMCTA028-15SA
11000616,NAESZI031-17SA
11202020232,NB1BIS0003-15SA
11202020232,NA1BIR0603-15SA
11202230614,NB2BCL0306-15SA
11202230614,NB2BCN0404-15SA
11202230614,NA2ESTO005-17SA
11202230614,NA1BCM0504-15SA
11087515,NA3BCN0402-15SA
11087515,NA1BCN0404-15SA
11202131791,NB3BCL0308-15SB
11202131791,NA1BIQ0602-15SB
11202131791,NB1BCK0103-15SB
11202131791,NA1ESTO011-17SB
11087215,NB1ESTO006-17SA
11087215,NB1ESTO017-17SA
11087215,NAESZI031-17SA
11202021495,DA1BCS0001-15SA
11202021495,DA1BCM0506-15SA
11202021495,DAMCTD020-18SA
11202021495,DA1NHZ2093-16SA
11202021495,DB1BCN0402-15SB
11202020217,DB1MCTB010-13SA
11202020217,DA1BIR0603-15SA
11202020217,DA2ESTO001-17SA
11202020217,DA1BIQ0602-15SA
11202020217,DA1ESTO008-17SA
11116716,NA1NHI5015-15SA
11116716,NANHZ3043-15SA
11064615,NA1ESTA005-17SA
11064615,NA1MCTB010-13SA
11064615,NA2ESTA003-17SA
11202230383,DB1BCL0306-15SB
11202230383,DB3BCJ0204-15SB
11202230383,DB1BCN0402-15SB
11202230383,DB1BCN0404-15SB
11202230383,DB1BCM0504-15SB
11202210003,DB1MCTB009-17SA
11202210003,DA2ESTO903-17SA
11202210003,DA1BCJ0203-15SA
11202210003,DA1BCM0504-15SA
11022314,NB1MCTB010-13SA
11022314,NA1ESTA004-17SA
11022314,NC1ESTA001-17SA
11022314,NAESZA013-17SA
11118309,DA1NHT1086-16SA
11201722724,NA1MCTA033-15SA
11201722724,NA2ESTO005-17SA
11201722724,DA2MCTA023-17SA
11201722724,NA2MCTA026-13SA
11202111141,DA1BIR0004-15SA
11202111141,DA2BCK0103-15SA
11201811167,NA1ESHR001-13SB
11201811167,NA1ESHR019-13SB
11201811167,NA1ESHP029-14SB
21002614,NA1ESTB027-17SB
21002614,DA1ESTB031-18SB
11201722353,NA1MCTA001-17SA
11201722353,NA1MCTA026-13SA
11202210031,NB1BCS0001-15SA
11202210031,NA1BCM0506-15SA
11202210031,NA2BCN0404-15SA
11202210031,NA2BCM0504-15SA
11006514,DA1ESTO016-17SA
11006514,DA1ESTA003-17SA
11006514,DAESTI008-17SA
11071816,NAESTA007-17SA
11071816,NB1ESTG010-17SB
11071816,NAESTG017-17SB
11202021647,DA1BIS0003-15SA
21076314,DA1BCN0402-15SB
21076314,DA2BCN0404-15SB
21076314,DAESZG010-17SB
11201932589,DB1BIR0004-15SB
11201932589,NB1BCL0308-15SB
11201932589,NA1MCTB010-13SB
11201932589,DA1NHZ4075-20SA
11201932589,NAMCTD020-18SA
11201932589,DA1NHZ4081-20SA
11201932589,NA1ESTB015-17SB
11201932589,DB1BCS0002-15SB
11202232247,DA1BCS0001-15SB
11202232247,DA1BIR0004-15SB
11202232247,DB1BCN0402-15SB
11202232247,DB1BCM0504-15SB
11201810035,NA1NHZ5016-15SA
11201810035,NA2MCTA023-17SA
11201810035,NAESZG005-17SB
11201811373,DA1MCTA023-17SA
11202020933,DB1BCS0001-15SB
11202020933,NA2BCJ0204-15SB
11202020933,NA3BCN0402-15SB
11202020933,NA1BCN0404-15SB
11202020933,NA1BCM0504-15SB
11108913,NA2MCTA022-17SA
11201720120,NA1MCTB010-13SA
11201720120,DA1BCM0506-15SA
11201720120,NANHT3072-15SA
11202231246,NA2BCL0306-15SB
11202231246,NA1BCJ0204-15SB
11202231246,NA1BCN0402-15SB
11202231246,NA1BCN0404-15SB
11202231246,NA2BCM0504-15SB
11201811320,DA1MCTB010-13SA
11201811320,DA1ESTO016-17SA
11201811320,DA1MCTA015-13SA
11201811320,DA1ESTO015-17SA
11201811320,DAESTA020-17SA
11090214,NA1MCTB009-17SA
11090214,NA1ESTO004-17SA
11090214,NA1ESTO014-17SA
11202232111,NB2BIR0603-15SB
11202232111,NB1BHO0101-15SB
11202232111,NB1BHO1335-15SB
11202232111,NB1BHO0002-19SB
11202232111,NB1BHP0202-15SB
11059916,NAESZE109-17SA
11059916,NA1NHZ4062-15SA
11059916,NA1NHT4055-15SA
11059916,NA1ESTU021-17SA
11202021442,NA1ESHC007-21SB
11202021442,NA1ESHC019-17SB
11202021442,NA1MCTC014-13SB
11202021442,NA1ESHC025-17SB
11202021442,NA1ESHR019-13SB
21025114,NA1MCZA002-17SB
21025114,NA1ESTB019-17SB
21025114,NAESTG008-17SB
21025114,NB1ESTG010-17SB
11201921953,DA1ESHR001-13SB
11201921953,DA1ESHR023-14SB
11201921953,DA1ESHR019-13SB
11201921953,DA1BHQ0301-15SB
11001316,NA1ESHR019-13SB
11001316,NA1BHQ0301-15SB
11202021945,DA1ESHR022-14SB
11202021945,DA1ESHC033-21SB
11202021945,DA2BCN0402-15SB
11202021945,DA1ESHR028-14SB
11202021945,DA1ESHR019-13SB
11097114,NB1MCTB009-17SA
11097114,NAMCTD010-18SA
11097114,NAMCTD016-18SA
11097114,NAMCTD019-18SA
11201811699,NA4BCJ0204-15SA
11201811699,NANHT1065-15SA
11202231458,DA2BCL0306-15SB
11202231458,DA4BCJ0204-15SB
11202231458,DA2BCN0402-15SB
11202231458,DA1BCN0404-15SB
11202231458,DA1BCM0504-15SB
11016314,NAMCZD007-18SA
11202020806,NA1ESHT006-17SB
11202020806,NA1ESZU016-17SA
11202020806,NA1ESHP020-13SB
11007716,DANHT1073-15SA
11007716,DANHT1062-15SA
21021213,DANHZ2107-18SB
21021213,NANHZ2108-18SB
21081416,NA1ESHR019-13SB
11202230300,DA1BIR0004-15SA
11202230300,DA1BIS0003-15SA
11202230300,NA3BCL0306-15SA
11202230300,DB1BIR0603-15SA
11202230300,NA3BCN0404-15SA
11202230300,NA1BCM0504-15SA
11201920465,NA2MCTB001-17SA
11201920465,NB1BIR0603-15SA
11201721504,DAESZS034-17SB
11201721504,DAESZA007-17SB
11201721504,DAESTS017-17SB
21082616,NA1MCTB001-17SB
21082616,NA2ESHC036-21SB
21082616,NA1ESHC027-21SB
11201921356,NA2MCTB001-17SA
11201921356,NA2BCM0506-15SA
11201921356,NA1BCJ0203-15SA
21080114,DAESZE097-17SA
21080114,NA1ESTA004-17SA
21080114,NA2ESTE020-17SA
21080114,NAESZE080-17SA
21080114,NA1ESTO014-17SA
11090815,NA1ESHC002-17SB
11090815,NAESTG008-17SB
11090815,NA1ESTO004-17SA
11090815,NA1ESHC025-17SB
11090815,DAESTG024-17SB
11085415,NAESZE111-17SA
11202131262,NB1BIR0004-15SB
11202131262,NB1BIQ0602-15SB
11202131262,NA1ESHP014-13SB
11202131262,NA1ESHP024-14SB
11201921620,NA2ESTO001-17SB
11201921620,NA1BCM0506-15SB
11201921620,NA1ESHR011-13SB
11201921620,NA1ESHC022-17SB
21057412,NA1NHZ5017-15SA
11202021730,NA2BCS0001-15SB
11202021730,NA1BCM0506-15SB
11202021730,NA1ESTO013-17SA
11202021730,NB1BCK0103-15SA
11202021730,DA1ESTO012-17SA
11201721357,NA1MCTB010-13SB
11201721357,DB2ESTO903-17SA
11201721357,DAMCTD010-18SA
11201721357,DA1MCZA017-13SA
11201721357,NA1BCS0002-15SA
11201721357,NA1ESZU017-17SA
11201721357,DA1MCZA052-22SA
11201810096,NA1MCZA033-17SA
11201810096,NAESZI014-17SA
11202231533,NB1BCJ0204-15SB
11202231533,NB1BCN0402-15SB
11202231533,NB1BCN0404-15SB
11202231533,NB1BCM0504-15SB
11202230647,NB1BIR0004-15SA
11202230647,NB1BIQ0602-15SA
11202230647,NB1NHZ5016-15SA
11202230647,NB1NHI5015-15SA
11202230647,NB1NHI5011-13SA
11202230647,NB1NHZ5019-15SA
11202231146,NA3BCL0306-15SA
11202231146,NA1BCJ0204-15SA
11202231146,NA3BCN0402-15SA
11202231146,NA1BCN0404-15SA
11202231146,NA1BCM0504-15SA
11201920715,NA1ESZE010-17SA
11201920715,NAESZA011-17SA
11201920715,NA1ESTA010-17SA
11201920715,NB1ESZA010-17SA
11201920715,NAESTI008-17SA
11202230430,NB2BCL0306-15SA
11202230430,NB5BCJ0204-15SA
11202230430,NB1BCN0402-15SA
11202230430,NB3BCN0404-15SA
11202230430,NB2BCM0504-15SA
11202232388,NA2BCL0306-15SA
11202232388,NA1BCJ0204-15SA
11202232388,NA1BCN0402-15SA
11202232388,NA3BCN0404-15SA
11202232388,NA2BCM0504-15SA
11202131793,NA4BCS0001-15SA
11202131793,NC1BCL0308-15SA
11202131793,NA1BIR0603-15SA
11202131793,NA2ESTO005-17SA
11202131793,NB1ESTO012-17SA
21071316,NA1BIS0003-15SB
21071316,NA1ESHT006-17SB
21071316,NA1ESZP018-13SB
21071316,NA1LHZ0019-19SB
21071316,NA1ESHP014-13SB
11202130247,DB2BCS0001-15SA
11202130247,DC2BCL0308-15SA
11202130247,DB1MCTB009-17SA
11202130247,NB1BIR0603-15SA
11202130247,DB1BIQ0602-15SA
11202130247,DA1BCK0103-15SA
11202130247,DA1ESTO005-17SA
11202231636,DB1BCL0306-15SA
11202231636,DB4BCJ0204-15SA
11202231636,DB3BCN0402-15SA
11202231636,DB3BCN0404-15SA
11202231636,DB1BCM0504-15SA
11202022047,NA1ESZU002-17SA
11202022047,NANHH2028-13SB
11202131260,DA1ESHT006-17SB
11202131260,DA1ESHT008-17SB
11202131260,DA1ESHR011-13SB
11202131260,DA3ESHP025-14SB
11202131260,DA1ESHR014-13SB
11202131260,DA1ESZT016-17SB
11202130253,NA2BCL0308-15SA
11202130253,NA1ESTO013-17SA
11202130253,NB1BIQ0602-15SA
11202130253,NA1NHZ5019-15SA
11201810412,DA1BIR0603-15SA
11201810412,DA1MCTA006-17SA
11201810412,DA2BCJ0203-15SA
11201810412,DA1MCTB019-17SA
11201720328,NAESTE004-17SA
11201720328,NAESTA017-17SA
11201720328,NA1ESTA003-17SA
11201720328,NA1ESTU037-17SA
11201720088,NA1NHT4075-15SA
11201720088,NAMCTA028-15SA
11201720088,NA1ESTU019-17SA
11202131266,NC1BCL0308-15SA
11202131266,NA4BCJ0204-15SA
11202210016,DAMCZD003-18SA
11202210016,DB1NHI5011-13SA
11202210016,DA1NHZ5019-15SA
11202130036,NA1BIL0304-15SA
11202131855,NB1BIR0603-15SA
11202131855,NAESTI007-17SA
11202131855,NAESTI008-17SA
11201721154,NA2ESTB029-17SB
11201721154,NA1ESTB027-17SB
11202021848,DA1MCTB001-17SB
11202021848,DA1MCTB009-17SA
11202021848,DANHI2049-13SB
11202021848,DB1MCTA022-13SA
21084616,DA2BCS0001-15SB
21084616,NA1MCTC019-20SB
21084616,DA1MCTC011-15SB
21084616,NA1MCZC012-15SB
11201810316,NA1BIR0004-15SA
11201810316,NA2ESTO001-17SA
11201920899,NA1BIS0005-15SA
11201921084,NA1ESZR002-13SB
11201921084,NA1ESZR006-13SB
11201921084,NA1ESHR028-14SB
11202212420,NB1BCL0306-15SB
11202212420,DB1BCN0402-15SB
11202212420,DB1BCN0404-15SB
11202231578,NA1BIS0003-15SA
11202231578,NA1BCL0306-15SA
11202231578,NA1BIK0102-15SA
21046815,DA1MCTB001-17SB
21046815,DA1ESHC036-21SB
21046815,DA1ESHC022-17SB
21046815,DA2ESHP025-14SB
11202130433,DA1ESHC020-17SB
11202130433,DA3ESHP025-14SB
11202130433,DA1ESZR019-14SB
11202130433,DA1ESHR019-13SB
11202130433,DA1ESHP029-14SB
11062615,NAESTA023-17SA
11062615,NA1NHT4046-15SA
11201811020,DA1MCTA001-17SA
11201811020,DA2MCTA006-17SA
11201811020,DB1BCJ0203-15SB
11201811020,DA1BCK0103-15SA
11074114,NA1MCTB001-17SA
11074114,NA1ESHC027-21SB
11074114,NA1MCTB019-17SA
11202231131,DA3BCL0306-15SA
11202231131,DA7BCJ0204-15SA
11202231131,DA2BCN0402-15SA
11202231131,DA2BCN0404-15SA
11202231131,DA2BCM0504-15SA
11201921802,NA1MCZC004-15SB
11201921802,NA1MCTC019-20SB
11201921802,NA1MCZC012-15SB
11202111144,NA3BCL0306-15SA
11202111144,NA2BCL0308-15SA
11202111144,NA1BIL0304-15SA
11202111144,NA1BCN0402-15SA
11108515,NANHT1073-15SA
11108515,NANHT1067-15SA
11108515,NANHT1055-15SA
11108515,NANHT1066-15SA
11108515,NA1ESTU033-17SA
11093109,NANHT3028-15SA
11093109,NA1NHI5015-15SA
11093109,NA1NHT3091-15SA
11202021487,NA3BCN0402-15SA
11202021487,NAESZI010-17SA
11202021487,NA1ESTA014-17SA
11202231430,DA2BIR0603-15SB
11202231430,DA1BHO0101-15SB
11202231430,DA1BHO1335-15SB
11202231430,DA1BHO0002-19SB
11202231934,NA2BCJ0204-15SA
11202231934,NA3BCN0402-15SA
11202231934,NA2BCN0404-15SA
11202230636,DA2BCL0306-15SB
11202230636,DA2BCJ0204-15SB
11202230636,DA1BCN0402-15SB
11202230636,DA2BCN0404-15SB
11202230636,DA1BCM0504-15SB
11202021851,DA1LHE0003-19SB
11202021851,DA1LHE0004-19SB
11201812044,NA1ESTU004-17SA
11201812044,NA1ESTU005-17SA
11201812044,NA1ESTU027-17SA
11201812044,NA2ESTU006-17SA
11201812044,NA1ESZU016-17SA
11201812044,NA1ESTU019-17SA
11202021736,NA4BCS0001-15SA
11202021736,NA3BCN0402-15SA
11202231134,DA3BCL0306-15SA
11202231134,DA6BCJ0204-15SA
11202231134,DA1BCN0402-15SA
11202231134,DA2BCN0404-15SA
11202231134,DA1BCM0504-15SA
11202231237,NA3BCL0306-15SA
11202231237,NA3BCJ0204-15SA
11202231237,NA2BCN0404-15SA
11202231237,NA1BCM0504-15SA
11201920206,DB1ESTO005-17SA
11201920206,DB3BCM0504-15SA
11201920206,DA1MCTB021-17SA
11032714,NA1ESTO016-17SA
11080516,DA1MCZA052-22SA
21041115,NA1MCTA006-17SA
21041115,NA9BCJ0204-15SA
11202022227,NA1BIS0003-15SA
11201810612,NAESZG001-17SB
11201810612,NA1ESTU004-17SA
11201810612,DAESZG011-17SB
11201810612,NAESZG005-17SB
11201810612,NA1ESHP029-14SB
11202021402,DA8BCJ0204-15SA
11202021402,DA3BCN0402-15SA
11202021402,DA1BCN0404-15SA
11202021402,DA1BCM0504-15SA
11097215,NA4BCL0308-15SA
11097215,NA8BCJ0204-15SA
21001616,NA1ESTG006-17SB
11201921909,NA1ESHR001-13SB
11201921909,NA1ESZR002-13SB
11201921909,NA1ESHR011-13SB
11201921909,NA1ESHR012-13SB
11201921909,NA1ESHR014-13SB
11201811305,NA1MCZA002-17SB
11201811305,DA1ESTO011-17SB
11201811305,NAESTI017-17SA
11201811305,DA1ESTO005-17SA
11201811305,DA1MCTA015-13SA
11201811305,DA1MCZA017-13SA
11201811305,DA1MCZA052-22SA
11202020510,NA1BCL0308-15SB
11202020510,NA1BCM0506-15SB
11005813,NAESTE032-17SA
11202020208,NA1BIR0603-15SB
11202020208,NA1ESHC036-21SB
11202020208,NA1ESTG007-17SB
11202020208,NANHH2029-18SB
11066712,NAESZG005-17SB
11201921732,NA1ESHT003-17SB
11201921732,NA1ESHP016-13SB
11202232272,DB1BIR0004-15SB
11202232272,DB1BHO0101-15SB
11202232272,DB1BHO1335-15SB
11202232272,DB1BHP0202-15SB
11201810444,DA1MCTA033-15SA
11201810444,DB1ESTO005-17SA
11201810444,DA1MCTA015-13SA
11201810444,DA2MCTA022-17SA
11201810444,DA2MCTA026-13SA
11202231470,NB2BCL0306-15SA
11202231470,NB1BCN0402-15SA
11202231470,NB2BCN0404-15SA
11202231470,NB2BCM0504-15SA
