RA,TURMA
11070616,DA1MCTA023-17SA
11201921502,NA1ESHR023-14SB
11201921502,NA1ESHR012-13SB
11201921502,NA1ESHR014-13SB
11056413,DA1NHZ4075-20SA
11201810492,NA1ESHR001-13SB
11201810492,NA1ESZR002-13SB
11201810492,NA1ESZR006-13SB
11201723041,NA1ESHR001-13SB
11201723041,NANHH2085-16SB
11202212417,DA1BCL0306-15SA
11202212417,DA1BCN0402-15SA
11202212417,DA2BCN0404-15SA
11202212417,DA2BCM0504-15SA
11201722869,NA1MCTA033-15SA
11201722869,NA1BCK0103-15SA
11201722869,NA1MCTB019-17SA
11201722869,NB1MCTA022-13SA
11201920139,NAMCTD022-18SA
11201920139,NA2ESTA004-17SA
11201920139,NB1BCK0103-15SA
11201920628,NA3BCL0308-15SA
11201920628,NB1MCTB009-17SA
11201920628,NAMCTD010-18SA
11202210058,DA2BCN0402-15SB
11202210058,DA1ESHC020-17SB
11202210058,DA1ESHC022-17SB
11202210058,DA1BHQ0301-15SB
11202111473,NA2BCM0506-15SA
11202111473,NAMCTD016-18SA
21058016,NAESTS003-17SB
11201721262,DA1ESZP035-14SB
11201721262,NA1LHE0001-19SB
11201721262,NA1ESZP042-14SB
11201721262,NA1NHI5015-15SB
11202021444,NA1BIS0003-15SB
11202021444,NB1BIR0603-15SB
11202021444,NA2BCM0504-15SB
11202130517,NA1MCTB010-13SB
11202130517,NA1ESHP005-13SB
11202130517,NA1ESHR003-13SB
11202130517,NB1ESTO012-17SA
11003314,DAESZS034-17SB
21004216,NA1ESTS006-17SB
21004216,NAESTS013-17SB
11202130059,DA1MCTB001-17SA
11202130059,DA3BCS0001-15SA
11202130059,DA4BCL0308-15SA
11202130059,NB1BCK0103-15SA
11202130059,DB1ESTO006-17SA
11202130059,DA1ESTO012-17SA
11201921532,DA1ESTO016-17SA
11201921532,DA1ESTU012-17SA
11201921532,DA1ESTU019-17SA
11201921532,DA1ESTU021-17SA
11202020659,NB1BIS0003-15SB
11202020659,NA1ESHC033-21SB
11202020659,NANHH2029-18SB
11202020659,NANHZ2071-18SB
11042215,NA1ESTA005-17SA
11042215,NB1MCTB010-13SA
11042215,NAESTA007-17SA
11042215,NA1ESTE020-17SA
11042215,NB1ESTO012-17SA
11201810897,NA1BIS0003-15SA
11201810897,NB1BIR0603-15SB
11201810897,NA5BCJ0204-15SB
11201810897,NA1BCM0504-15SA
11088215,NA1MCTA015-13SA
11088215,NA2MCTA022-17SA
11201822491,NA1BIK0102-15SA
11201822491,NA3BCN0402-15SB
11201822491,NA1ESHR019-13SB
11202230885,NA3BCL0306-15SA
11202230885,NA3BCN0402-15SA
11202230885,NA2BCN0404-15SA
11202230885,NA2BCM0504-15SA
11201921157,DA1MCTA001-17SA
11201921157,DB2MCTA006-17SA
11201921157,DA1MCTA022-17SA
11095315,NB1MCTB010-13SA
11095315,NA1ESTA004-17SA
11095315,NA2ESTE014-17SA
11202021788,DB1BCS0001-15SA
11202021788,NA1MCTB009-17SA
11202021788,DAESTI010-17SA
11202021788,DAESZI041-18SA
11202021788,DB1MCTA022-13SA
11202021788,DAESZI031-17SA
11201720026,NA1ESTE020-17SA
11201720026,NAESZA023-17SA
11201720026,NA1ESTA010-17SA
11201812126,DANHH2012-13SB
11201812126,DANHH2085-16SB
11201812126,DANHH2028-13SB
11201812126,DANHH2034-13SB
11201812126,NA1ESHR012-13SB
11202230584,NA3BCL0306-15SA
11202230584,NA1BCJ0204-15SA
11202230584,NA3BCN0402-15SA
11202230584,NA1BCN0404-15SA
11202230584,NA1BCM0504-15SA
11201921320,NA1BCM0506-15SA
11201921320,NA3BCN0402-15SA
11201921320,NA1BCN0404-15SA
11201921320,NA3BCM0504-15SA
13201910049,NA1ESHC002-17SB
13201910049,NA1ESHC007-21SB
13201910049,NA1ESHC027-21SB
13201910049,NA1ESHC022-17SB
11201810902,NA1ESHT002-17SB
11201810902,NA1ESHT014-17SB
11201810902,NA1ESZT011-17SB
11201810902,NA1ESZT014-17SB
11201812264,NA1ESTA005-17SA
11201812264,NAESTA011-17SA
11201812264,DAESTA006-17SA
11201812264,NAESZA023-17SA
11201812264,DAESZA016-17SA
11201812264,DA1ESTA022-17SA
13201910027,DA1ESHP005-13SB
13201910027,DA1ESHC016-17SB
13201910027,DA1ESHP014-13SB
13201910027,NA1ESHP024-14SB
13201910027,NA1ESZT014-17SB
11201810216,NB1MCTA006-17SA
11201810216,NAESZE057-17SA
11201810216,NANHT1055-15SA
11201810216,NAESZE109-17SA
11201810216,NA1MCTA015-13SA
11202230381,NB2BCL0306-15SA
11202230381,NB6BCJ0204-15SA
11202230381,NB3BCN0402-15SA
11202230381,NB2BCN0404-15SA
11202230381,NB1BCM0504-15SA
11201921324,NA1MCTB005-13SA
11201921324,NB1MCTB010-13SA
11201921324,NAMCTD010-18SA
11201920486,NA1MCTB001-17SB
11201920486,NA1BHO0101-15SB
11201920486,NA1MCTA017-17SA
11201920486,NB1BCS0002-15SB
11202020212,DA1ESZC034-21SB
11202020212,DA1ESHC019-17SB
11202020212,DA1ESHC020-17SB
11202020212,DA1ESHC024-19SB
11202020212,DA1ESHC029-21SB
11202232218,DA1BIK0102-15SA
11202232218,DA3BCN0402-15SA
11202232218,NB2BCN0404-15SA
11202232218,DAESZI041-18SA
11201920779,NAESZG001-17SB
11201920779,DAESTG003-17SB
11201920779,DA1ESHC025-17SB
11201920779,DA1ESTB015-17SB
11201920779,DA1BCS0002-15SB
11201920779,DAESTG016-17SB
11201920779,DAESTG024-17SB
11201922132,NA6BCL0308-15SA
11201922132,NA1BCK0103-15SA
11201922132,NB2ESTO006-17SA
11201922132,NB1ESTA014-17SA
11201811638,NAESTA007-17SA
11201811638,DA1ESZG013-17SB
11201811638,NA1ESZU020-17SA
11202230557,DB1BCL0306-15SA
11202230557,DA1NHZ5016-15SA
11202230557,DA1NHI5015-15SA
11202230557,DA1NHI5011-13SA
11202230557,DA1NHZ5019-15SA
11202111826,DA1BCS0001-15SA
11202111826,DA4BCL0308-15SA
11202111826,NA1ESZU002-17SA
11202111826,DA6BCJ0204-15SA
11202111826,NA2BCK0103-15SA
11202230476,NA2BCL0306-15SB
11202230476,NA3BCJ0204-15SB
11202230476,NA1BCN0402-15SB
11202230476,NA1BCN0404-15SB
11202230476,NA2BCM0504-15SB
11201720542,DA1MCTA015-13SA
11201720542,DA1MCZA017-13SA
21089115,DA1ESTB031-18SB
21089115,NANHT1058-15SA
21050516,NB1BIS0003-15SA
11201722176,NA5BCL0308-15SA
11201722176,NA9BCJ0204-15SA
11201722176,NB2MCTA022-13SA
11110611,NA1ESTE020-17SA
11110611,DA1ESTO015-17SA
11110611,DAESTE017-17SA
11110611,NA1ESTE014-17SA
11202021891,NC1BCL0308-15SA
11202021891,DB1BIR0603-15SA
11202021891,DA1ESTO013-17SA
11202021891,NA1BCK0103-15SA
11202021891,DB1ESTO012-17SA
11114713,NA2ESTO001-17SA
11114713,NAESTE029-17SA
11075015,NA1BHQ0002-15SB
11075015,NA1MCTC014-13SA
11075015,NA1MCTB019-17SA
11075015,NAMCTD019-18SA
11106815,NA1BHQ0002-15SB
11106815,NA1BHO1335-15SB
11106815,NB1BHO0002-19SB
11106815,NA1BHP0202-15SB
11106815,NA1BHS0005-19SB
11100816,NAMCTB008-17SA
11100816,NB2BCJ0203-15SA
11100816,NA1MCTB019-17SA
11100816,NAMCZD004-18SA
11201932521,DA1ESHR001-13SB
11201932521,NA1ESHC007-21SB
11201932521,DA1ESHP023-14SB
11201932521,DA1ESHC020-17SB
11201932521,DA1ESHR023-14SB
11201932521,DA1ESHR014-13SB
11202020860,NA1BIR0004-15SA
11202020860,NB2BCM0504-15SA
13201723216,DC1BIS0003-15SB
13201723216,DA1BHO0101-15SB
13201723216,DA1ESHP023-14SB
13201723216,DB1ESHC020-17SB
13201723216,DA1BHP0202-15SB
11019914,NA1ESTA013-17SA
11201921917,NB1BIR0004-15SA
11201921917,NA1BCM0506-15SA
11201921917,NA2ESTO011-17SA
11201921917,NA3BCM0504-15SA
11202131105,NANHH2041-13SB
11202131105,NA1ESHP024-14SB
11033116,NA1ESTO016-17SA
11033116,NB1BCJ0203-15SA
11033116,NA1BCK0103-15SA
11033116,NA1ESTO012-17SA
11202130888,DA3BCL0306-15SA
11202130888,NA1ESHC002-17SB
11202130888,NA2BCN0402-15SB
11202130888,NA1ESHC020-17SB
11202130888,NA1BHQ0301-15SB
11201811540,DA1ESTU024-17SA
11201811540,NA1ESTO016-17SA
11201811540,NA1ESTG010-17SB
11202021147,NC1ESTA001-17SA
11202021147,NB1NHZ5016-15SA
11202021147,NB1ESTO006-17SA
11202021388,NA8BCJ0204-15SA
11202021388,NA3BCN0404-15SA
11077715,NA1MCTC025-20SB
11088716,NA1MCTA033-15SA
11088716,NA1ESTO016-17SA
11088716,NA1NHZ4062-15SA
11088716,NAESZI014-17SA
11088716,NA1MCTA026-13SA
11088716,NA1ESTU019-17SA
11201810333,NA1ESTG006-17SB
11201810333,NAESTG011-17SB
11201810333,NAESTG009-17SB
11201810333,DAESZG011-17SB
11201810333,NANHZ2108-18SB
11102716,NAESTE036-17SA
11102716,NB1ESTA016-17SA
11102716,NAESZE111-17SA
11102716,NA1ESTO014-17SA
11201720646,DA2ESHP025-14SB
11202231938,NA2BCL0306-15SB
11202231938,NA3BCJ0204-15SB
11202231938,NA1BCN0402-15SB
11202231938,NA1BCN0404-15SB
11202231938,NA2BCM0504-15SB
11073614,DANHZ1016-15SA
11073614,NANHT1055-15SA
11202022127,DA1BCM0506-15SA
11202022127,DANHH2085-16SB
11202022127,DB1BCN0402-15SB
11202022127,DANHZ2057-11SB
11202022127,DA1MCTC011-15SB
11202231371,NA1BCL0306-15SA
11202231371,NA2BCN0402-15SA
11024215,DA1ESZM034-17SA
11024215,NA1ESZM038-17SA
11024215,NA1ESZM024-17SA
11122115,NA1ESHP023-14SB
11122115,NA1ESZP042-14SB
11122115,NA1ESHP020-13SB
11122115,NA1ESHP029-14SB
11202020878,DANHZ6016-18SA
11202020878,DA1BIR0603-15SA
11202020878,DA1ESZU002-17SA
11202020878,DA2BCS0002-15SA
11202020878,DA1ESTU015-17SA
11202130062,DA1ESHR022-14SB
11202130062,DA1ESZR002-13SB
11202130062,DA1ESZR006-13SB
11202130062,DA1ESHR011-13SB
11202130062,DA1NHBF149-22SB
11202130062,DANHZ2057-11SB
11202020119,DB6BCL0308-15SA
11202020119,NB1ESTA001-17SA
11201810600,NA1MCTB010-13SB
11201810600,DAESZA007-17SB
11201810600,NAESTS003-17SB
11201810600,DA1ESTO015-17SA
11201810600,NA1ESTO014-17SA
11202231539,DA1BCL0306-15SA
11202231539,DA7BCJ0204-15SA
11202231539,DA1BCN0402-15SA
11202231539,DA2BCN0404-15SA
11202231539,DA2BCM0504-15SA
11202230600,DA1BCL0306-15SB
11202230600,DA2BCJ0204-15SB
11202230600,DA2BCN0402-15SB
11202230600,DA1BCN0404-15SB
11202230600,DA2BCM0504-15SB
11202231616,DB1BIQ0602-15SA
11202231616,DB1NHZ5016-15SA
11202231616,DB1NHI5015-15SA
11202231616,DB1NHI5011-13SA
11080416,NB1BCJ0203-15SA
11202022072,NA2ESHP005-13SB
11202022072,DA1NHZ2018-11SB
11202022072,DA1MCZC003-15SB
11202022072,DANHZ2057-11SB
11201810121,NA1ESTB004-17SB
11201810121,DA2ESTO903-17SA
11201810121,NA1ESTB025-17SB
11201810121,NA2ESTB020-17SB
11202230505,NA1BIJ0207-15SB
11202230505,NA2BIS0003-15SB
11201822493,NA1ESZR002-13SB
11201822493,NA1BHQ0002-15SB
11201822493,NA1BHP0001-15SB
11201822493,NA1BHQ0301-15SB
11202232293,DA4BCS0001-15SA
11202232293,DA1BIS0003-15SA
11202232293,DA9BCJ0204-15SA
11202232293,DA1BCM0504-15SA
11202232293,DANHT1065-15SA
11202231276,NA1BCL0306-15SB
11202231276,NA1BCN0402-15SB
11202231276,NA1BCN0404-15SB
11202231276,NA1BCM0504-15SB
11202111787,DB1BCL0308-15SB
11202111787,DA1MCTB009-17SB
11202111787,DA1ESTO013-17SB
11202111787,DA1ESTO011-17SB
11202111787,DA1NHI5015-15SB
11202230367,NB1BIR0004-15SA
11202230367,NB1BIQ0602-15SA
11202230367,NB1NHZ5016-15SA
11202230367,NB1NHI5015-15SA
11202230367,NB1NHI5011-13SA
11202230367,NB1NHZ5019-15SA
11202230808,NB1BCL0306-15SB
11202230808,DB1BIQ0602-15SB
11202230808,NB1BCN0402-15SB
11202230808,NB1BCN0404-15SB
11202230808,NB1BCM0504-15SB
11021716,NA1ESTB025-17SB
11202111325,NB1BCL0308-15SA
11202111325,NB1BIR0603-15SA
11202111325,NA2ESTO005-17SA
11202231518,NB2BCL0306-15SA
11202231518,NB1BCN0402-15SA
11202231518,NB3BCN0404-15SA
11202231518,NB2BCM0504-15SA
11202231825,NA2BCL0306-15SB
11202231825,DA3BCJ0204-15SB
